entry,subentry,Electron.PT,Electron.Eta,Electron.Phi
27728,0,123.65329,0.9905343,-0.97926664
27729,0,147.71649,0.9334339,-2.791123
27730,0,131.89688,1.3391215,0.4224561
27731,0,168.5021,0.3987014,-0.24752007
27732,0,91.11657,-0.011526129,2.7738535
27733,0,50.480186,0.06287419,1.2167572
27737,0,36.83498,2.4583042,1.5245807
27752,0,65.44905,0.53776187,-0.94460475
27758,0,62.371666,1.4166657,0.55178
27759,0,40.480503,2.3796008,1.5463654
27761,0,55.170116,-1.2550571,-2.0290444
27767,0,178.35486,-0.8298982,2.4337246
27773,0,61.633984,1.4437101,-1.5189742
27779,0,30.796846,1.3668706,-0.5145219
27780,0,232.08716,0.37402403,-0.2293414
27780,1,112.65195,0.6443411,1.7527947
27795,0,137.91098,-0.30799076,2.1589222
27796,0,49.248184,-0.7391543,-2.4678533
27804,0,79.2524,1.262873,0.25633126
27811,0,105.61956,-1.4647763,-2.1304488
27816,0,39.155846,-0.9410647,-0.40506214
27819,0,68.56493,0.5356429,-1.0828376
27820,0,71.91217,-0.21834955,-2.1082282
27821,0,49.126064,-0.65077287,1.4122136
27822,0,43.96652,-0.28717917,-2.1983178
27823,0,122.61179,0.67206633,-2.228355
27832,0,90.74837,0.5517936,1.9820244
27833,0,30.127493,0.37553063,-2.49514
27835,0,57.05562,-0.5388004,1.9751487
27836,0,47.03674,-1.8015836,2.9908423
27838,0,54.840973,0.23432137,2.9986227
27842,0,32.796356,1.8547885,2.5666533
27850,0,31.007517,2.4281409,2.7639585
27854,0,96.44041,0.963392,-1.4796157
27855,0,53.286083,-0.13314225,3.0166974
27855,1,18.826307,0.48227206,1.2134706
27864,0,92.174706,0.3031068,1.7540845
27870,0,17.665947,0.9967022,-1.4299799
27879,0,38.81086,-0.5522141,-0.7467426
27879,1,14.174439,0.93639004,2.2845004
27883,0,266.71,-1.3952335,1.2345418
27884,0,47.66478,1.3569568,0.13647352
27884,1,30.173111,-0.1399184,0.09586434
27885,0,80.323364,0.046682686,0.02858588
27887,0,39.945095,-1.8445616,2.7530951
27888,0,64.21421,-2.3657198,1.7315127
27892,0,57.269955,0.061107613,2.8813925
27895,0,131.98639,-0.11792666,1.5176432
27895,1,76.82542,-1.5154283,-2.2603934
27900,0,19.812763,-1.3343998,0.20381808
27904,0,48.928707,0.03643202,1.1219064
27908,0,114.995766,1.0804868,1.3766018
27910,0,29.156878,1.1795408,1.7467436
27914,0,15.924464,0.95025367,-0.6328331
27915,0,29.416822,-0.30513293,-2.9767885
27918,0,76.88039,-0.6879375,1.2412009
27920,0,123.817276,-0.8691609,-0.4348685
27921,0,57.47203,1.6709436,0.43524048
27924,0,262.06866,-0.7407568,-1.2152977
27926,0,42.6818,-1.8119103,-3.0682678
27927,0,61.2407,-0.059732478,0.96418834
27928,0,167.9858,0.71524614,3.0687966
27929,0,52.004585,1.3771068,2.5612578
27931,0,122.177826,-1.8976017,-0.6018636
27935,0,79.13422,0.48310915,-0.1120944
27936,0,127.21837,-0.7344364,2.7963104
27942,0,136.53485,0.4711299,-0.43150565
27943,0,107.583084,-1.3181033,-1.9848378
27944,0,169.14214,-0.07786855,-1.6941179
27945,0,60.943974,-0.45647386,-1.011188
27946,0,35.024048,2.2512767,-0.8735912
27947,0,101.68625,0.6925572,-2.4874253
27950,0,53.26655,-1.2561824,-1.2409929
27960,0,31.057966,0.5948599,-1.8489954
27965,0,19.46459,-0.07424093,2.7206035
27967,0,136.94635,-1.9699649,1.6316482
27974,0,110.94988,-0.9521447,-1.0660168
27976,0,151.6505,-0.46333972,-2.666756
27980,0,27.402946,-2.220533,0.42257822
27981,0,50.474537,1.0455899,-1.2354828
27982,0,169.67505,0.44911048,0.94688684
27986,0,61.11169,0.55794567,1.7127306
27988,0,38.50034,-1.1744764,-0.55599034
27994,0,108.63013,-0.0366951,3.0515008
27995,0,95.7681,-0.21511844,0.07176736
27997,0,94.99052,0.11480412,0.4077159
28000,0,75.37418,0.95742434,2.1680624
28010,0,62.053726,-0.33043808,-0.8831283
28011,0,72.60744,-0.49143347,-1.5163779
28016,0,42.392517,0.7720262,2.1022615
28016,1,10.882679,2.0592618,-0.6843507
28018,0,155.27284,0.19971995,0.35969198
28018,1,46.441196,-0.2629027,1.2583796
28019,0,38.9049,-1.2601767,0.5997555
28020,0,147.30952,1.2880101,-0.7940451
28024,0,53.843525,0.33578032,-0.71830446
28028,0,50.272366,-0.32858303,-1.2925749
28030,0,39.684666,0.67842096,-2.771945
28032,0,92.317986,-1.2188934,-2.623199
28032,1,21.252344,1.2398424,2.1864548
28035,0,53.751335,-0.96372277,-0.060499534
28041,0,20.676912,-0.698052,0.5033847
28048,0,32.71262,0.94008577,0.9277706
28053,0,26.565851,-2.006197,0.4005509
28059,0,19.180523,-0.12129204,-1.4352374
28063,0,88.35268,0.068715185,0.9874235
28064,0,62.121574,-0.015324484,2.5601697
28067,0,104.32489,-0.38070512,0.2609872
28070,0,90.649345,-1.6599466,1.6147085
28084,0,39.047424,0.95784485,-0.51174223
28087,0,193.38692,-0.8370709,-0.44465694
28091,0,44.21527,1.7647512,1.0952022
28098,0,44.47213,-1.9496549,-1.831222
28099,0,194.89551,1.3359581,-1.8771548
28101,0,109.48174,-0.7427108,-1.3164337
28102,0,11.747703,0.9682173,1.6040275
28104,0,77.60892,0.86345404,2.2847297
28107,0,47.297264,-0.8906656,-1.841189
28108,0,109.54123,-0.15031071,0.1557334
28110,0,29.023922,-0.8371886,-1.4184686
28110,1,12.663414,-0.57751626,1.1991479
28111,0,56.786636,0.048809554,-2.1193275
28112,0,64.239746,0.3770747,0.6775917
28115,0,57.410976,2.2690952,3.1361916
28119,0,76.13875,-1.5291876,-2.0971262
28121,0,71.202866,0.7598598,3.0139115
28122,0,172.44872,-0.58862805,-3.065585
28129,0,158.76408,-0.44586632,0.87236977
28129,1,20.01146,-1.0529405,-1.1049589
28131,0,35.65952,1.1675242,-1.3579869
28134,0,77.17669,-0.1941705,1.3088216
28138,0,81.27713,-0.68512005,2.07827
28154,0,38.02045,-0.8767636,1.4950119
28164,0,291.81738,-0.8015502,0.57231075
28170,0,126.04379,-0.47001272,0.40887055
28171,0,74.20959,1.7897856,0.5166536
28174,0,167.71614,0.31092194,-2.4921649
28174,1,49.429577,-0.3218277,-0.75469
28181,0,28.592428,1.4113394,-0.16170059
28182,0,34.728367,0.080864705,-2.8026814
28188,0,21.575537,2.0495539,-1.7768352
28189,0,43.686684,-0.33857703,2.2813568
28190,0,80.36333,-1.6000726,-1.1487118
28190,1,30.27286,-0.54842985,1.1490061
28192,0,53.286663,-0.14937232,-0.83401966
28193,0,55.870564,0.08056335,-0.5170143
28204,0,104.7254,-0.6003392,2.2195184
28204,1,37.151997,2.355538,-2.4048033
28208,0,48.935852,0.26708364,1.1511844
28216,0,30.923449,0.88459533,0.5750731
28222,0,49.580482,-1.2446439,3.1296103
28223,0,170.76704,0.29273063,-2.6154635
28224,0,104.91913,1.2450091,1.960592
28224,1,41.21524,-0.024143536,-2.085464
28225,0,54.30009,1.2021722,2.9311779
28225,1,19.846066,-1.533038,-0.18358417
28235,0,37.59555,-1.6318505,0.8995911
28237,0,46.396484,1.6978503,-0.7349723
28248,0,130.93289,1.224556,2.92538
28254,0,20.24975,-2.3871863,-1.2366861
28256,0,34.894558,-0.31817922,-0.64922476
28259,0,306.90927,-0.16686498,-2.8605494
28260,0,118.80373,1.511968,-2.8246772
28263,0,42.398834,0.31519106,0.38248646
28273,0,131.33571,-0.2222319,2.4500275
28275,0,77.27628,-1.8646766,1.8737384
28276,0,51.687122,0.66157746,-1.2429764
28277,0,36.079323,-1.1878431,0.3144054
28278,0,49.46227,1.3515038,2.301413
28279,0,20.098152,1.3765702,2.3166106
28280,0,68.91174,-1.12769,-2.0630322
28283,0,200.39552,0.75092894,2.239859
28289,0,43.714138,-0.8665682,1.0190375
28290,0,61.500244,0.17710692,0.30196422
28291,0,28.085827,0.934318,-1.8078935
28292,0,41.80206,-0.0903195,-0.4285179
28292,1,23.719227,-1.5357865,2.750075
28296,0,46.497707,-0.92810994,-1.4564928
28299,0,111.859344,-1.5136123,-2.499429
28301,0,26.903069,1.4565092,-2.8956616
28309,0,298.4754,-0.5951665,2.4302561
28314,0,146.75418,-1.5014844,2.8393364
28324,0,40.73398,-0.24640681,-3.086707
28332,0,88.3536,-1.1881274,2.4033582
28333,0,106.903145,-0.7484683,0.47706974
28333,1,43.30781,0.345004,-2.2927606
28335,0,273.04974,0.0019838174,-0.60379946
28338,0,82.35907,1.0229897,3.0701768
28348,0,119.95461,-1.2291081,2.6322727
28355,0,52.214622,1.2707251,2.1177974
28357,0,77.99506,-1.2004085,-1.7355028
28359,0,56.48103,-1.2192221,2.2956784
28361,0,177.6775,0.36158115,3.0725412
28364,0,35.60686,-0.66957027,0.5464672
28366,0,51.72797,0.3567794,1.4656218
28367,0,40.765507,0.9645823,-2.0469577
28371,0,53.6118,1.2005329,0.88416266
28373,0,27.864866,0.08022389,0.7519626
28373,1,22.678253,0.13791032,2.0120673
28374,0,159.90384,1.455961,2.2612667
28374,1,69.104256,0.9134269,-2.1031399
28375,0,31.444162,-0.46412706,1.008363
28377,0,28.786188,-0.7972672,-1.0909705
28379,0,68.69981,0.024579631,2.22649
28389,0,93.58205,0.27615196,0.4197848
28390,0,17.155436,-1.3483577,0.19060582
28391,0,64.40023,0.6368265,0.8425193
28407,0,45.563606,-0.31963006,1.1918961
28413,0,29.772688,0.09389113,-0.87741786
28416,0,144.24171,1.4203017,-0.8439913
28416,1,52.9725,0.87395126,2.4704263
28417,0,126.76009,-2.0442777,-0.4594499
28417,1,54.799072,-0.5153173,1.7171241
28424,0,105.50313,-0.5140452,2.7496529
28426,0,57.93198,1.3346084,1.8918517
28431,0,104.717964,1.4360784,2.304409
28432,0,63.470406,0.93181074,1.6221821
28433,0,67.032166,1.0353779,0.12116278
28436,0,61.303192,-2.050589,2.688466
28437,0,10.903692,0.2791075,-2.0672905
28448,0,188.26062,0.21510121,-1.8171234
28449,0,171.32442,-0.44872206,0.48709747
28450,0,120.28929,0.79601926,-3.058371
28455,0,13.451561,-1.5584193,-0.006890191
28457,0,21.95638,-0.041256722,-0.69233733
28459,0,93.04376,0.6681075,1.5978663
28462,0,122.03192,0.9992931,-0.13668498
28463,0,35.50467,-1.5038478,0.699997
28465,0,50.666447,0.054176625,0.6044364
28465,1,25.086664,-0.37535062,-2.8807817
28472,0,52.908855,-0.64714295,-2.5511007
28478,0,14.701786,0.15190147,-2.0202634
28479,0,69.95334,-0.008120439,-2.8192868
28489,0,43.193928,2.4803953,-1.0518688
28490,0,128.1638,-0.76626897,-0.7109468
28501,0,93.515434,-0.39815605,2.5463626
28505,0,53.80772,0.43297803,0.40522194
28506,0,35.137836,0.3263338,-2.929523
28507,0,81.73478,0.41119325,-2.7852445
28508,0,50.466087,-1.6129107,2.6182568
28513,0,89.694786,-0.91027963,-0.884292
28520,0,20.006924,-0.22834027,1.895276
28522,0,40.363518,0.26805112,1.3591981
28524,0,34.502205,0.06657107,-2.3295562
28526,0,165.8154,-1.6595887,2.959819
28528,0,133.14055,-0.67515725,1.0758573
28528,1,80.49822,-0.25055867,-1.402727
28531,0,71.76748,-1.4279698,-3.0467734
28532,0,16.556692,2.2368858,2.7930975
28533,0,79.562454,0.017283585,-2.657691
28556,0,15.924475,-0.9525463,-1.17475
28557,0,10.9906845,-0.92159414,0.54650056
28564,0,106.20802,1.10321,-1.7182653
28567,0,89.967865,-0.4139165,-3.0039341
28568,0,125.64524,0.3123963,2.3631759
28569,0,46.136723,-0.8522376,1.0601023
28572,0,90.08812,-1.0415606,-0.65486664
28573,0,10.123461,1.1869136,0.39064497
28576,0,147.90018,-0.34110323,-1.3206102
28583,0,33.652615,0.628654,-0.2851601
28590,0,91.2437,0.0027395834,0.98094445
28594,0,40.024,-2.2007272,0.99189967
28602,0,55.82931,0.10517487,1.8229201
28605,0,13.102038,-1.5580481,-0.2921476
28608,0,132.146,0.5364639,1.7119151
28610,0,78.20336,0.10610259,2.839776
28617,0,70.26685,1.2675294,1.0817484
28621,0,94.71444,1.1145108,-0.5530133
28621,1,41.736176,1.3789945,-0.32456753
28628,0,99.337555,-0.54303646,-1.540136
28631,0,79.89655,-0.2793859,-1.4131421
28631,1,29.348001,0.18691702,2.534442
28633,0,63.350292,-1.3149872,1.8703114
28638,0,57.866398,1.4667358,0.790077
28639,0,31.1365,0.58532107,-1.1360989
28646,0,46.47756,0.45734948,-3.1082385
28650,0,66.686005,-0.38643125,-2.6072087
28656,0,58.523678,-1.7217493,-3.035238
28659,0,104.96697,1.1889846,1.0574534
28661,0,32.14789,0.93385977,-1.272937
28665,0,31.23471,-0.5083195,-0.31324425
28667,0,90.28318,1.0525632,2.812498
28668,0,154.34195,-0.30019307,-1.8890066
28670,0,75.085625,-0.15405852,0.23314548
28671,0,39.16966,1.5612038,-2.9598455
28678,0,92.804344,0.73276794,2.8058589
28680,0,60.866497,1.9264498,0.26040557
28682,0,73.65013,-0.8631279,2.6808376
28688,0,76.37211,0.2593539,-1.4055312
28691,0,114.4029,-1.5529451,3.0603254
28692,0,62.548027,1.2884923,-1.550688
28694,0,37.91242,0.6746478,2.7579298
28695,0,23.591558,-1.5597279,1.7308444
28701,0,14.262567,1.1090891,-0.58748436
28702,0,114.227776,0.10443281,1.6619319
28704,0,134.32466,-2.0073533,1.7990342
28704,1,45.582195,0.8915096,0.56135565
28709,0,39.057076,0.8524836,0.43758
28713,0,88.59835,-0.9605587,-2.791969
28715,0,28.675917,0.31997943,-1.7425902
28722,0,40.562202,-1.8409097,1.0467427
28723,0,91.54917,-0.9309923,2.0905685
28723,1,42.801643,0.13226983,0.63836384
28730,0,154.17987,-0.94118416,2.050871
28738,0,28.745115,1.6860844,-2.7756307
28739,0,39.478245,-0.5273152,2.7496557
28739,1,25.05557,-0.5837654,1.4735115
28742,0,82.3311,-0.05454054,-2.495608
28743,0,51.02671,0.56714755,1.8772155
28745,0,38.58927,1.2643719,-1.1931087
28753,0,86.23942,0.07075178,-0.89553773
28755,0,30.867613,1.2664366,-2.8007185
28758,0,63.855885,-0.11632893,0.9853739
28761,0,18.054855,0.5878423,-2.0406055
28763,0,65.88024,0.24746357,2.9408548
28765,0,129.3947,0.13710864,-2.3966439
28766,0,27.086302,-1.2049276,0.40745607
28767,0,96.10252,0.8865736,2.3783917
28773,0,65.54652,0.2263196,-2.680126
28777,0,22.64904,0.9436639,0.673831
28782,0,28.044333,0.60750955,-0.5398682
28789,0,22.174139,1.5891385,1.3212073
28795,0,56.82761,0.3814333,-3.1081028
28798,0,87.44279,-1.5292727,0.5986558
28804,0,135.76312,-0.36474457,1.8209301
28804,1,55.51416,-1.1429205,0.54967684
28813,0,49.971718,-1.1582335,-1.589549
28813,1,34.840965,-1.0780424,-0.26660556
28820,0,22.670643,-0.39158726,-1.4629102
28829,0,209.28735,0.83924884,-2.385654
28830,0,35.18693,0.6124111,-3.0521486
28831,0,62.358307,1.3604615,0.8341018
28834,0,42.5157,0.16536976,-1.3894941
28835,0,40.319645,-0.35267496,2.011714
28836,0,105.41711,-0.04588654,-1.7999163
28842,0,48.579132,0.13235417,0.5605837
28844,0,246.00531,-0.14672796,-1.7994202
28847,0,16.629484,-0.60129696,2.320706
28849,0,66.51339,-0.9090733,-1.9040394
28851,0,339.08966,0.04368257,-3.0110219
28854,0,135.30617,0.67889786,2.0949285
28862,0,13.94979,0.93440175,-1.099937
28867,0,43.310284,0.39338243,-0.6147449
28868,0,54.30689,-1.9918088,0.54149735
28868,1,20.561726,0.47734565,2.7594934
28870,0,67.41622,-0.23802672,2.2267165
28881,0,202.93088,0.06858419,-2.2973413
28883,0,28.914032,1.0640041,2.3488626
28885,0,35.13735,0.43479675,1.7735833
28889,0,45.942936,-1.178594,-1.3085705
28891,0,50.30236,-0.35913303,0.36298338
28892,0,148.32365,-0.38783735,-2.325164
28895,0,87.15808,0.16665368,-1.0994161
28900,0,97.34732,-1.7127132,-0.5393951
28902,0,45.52755,-1.5218414,2.3812416
28903,0,85.91933,-0.63328105,-2.1443167
28917,0,137.983,-0.111506045,-0.99354947
28918,0,75.6444,1.8681664,0.8224114
28921,0,141.96068,0.878192,2.4542797
28925,0,13.895839,-0.9339799,2.9669914
28927,0,49.302856,2.2027745,0.7943589
28931,0,76.2089,-0.9339472,-0.022507345
28935,0,67.22028,-0.16466704,0.43237862
28939,0,52.011692,1.2118806,-2.15017
28943,0,196.64055,1.3579408,0.6281514
28943,1,152.6952,1.5062028,-2.0279753
28950,0,47.509624,-1.5950108,0.39970702
28959,0,20.939545,1.1556917,-2.0969858
28960,0,53.073624,0.34433487,2.0298707
28963,0,107.43439,-0.99201757,-2.744138
28969,0,86.52444,-0.23094063,-3.1256363
28971,0,58.051376,-0.45628557,-1.9626544
28974,0,84.6566,1.1686926,-0.7779947
28976,0,38.513542,2.4402864,-2.832315
28979,0,82.27421,0.3209891,-1.863812
28980,0,34.006264,0.5372182,-0.057776332
28982,0,58.329617,0.79795206,-0.21198396
28982,1,50.200615,-0.037823647,-1.3941131
28984,0,28.375383,0.8634068,2.7023728
28984,1,17.259272,0.84442127,-1.5012356
28986,0,70.70093,-0.1730907,-0.106571436
28998,0,55.325397,-1.0777612,2.894381
28999,0,59.18365,0.15421943,-3.1031837
29005,0,89.364624,0.8024539,0.40737513
29007,0,10.187884,2.261203,-1.2238017
29010,0,89.416145,-0.23680156,-0.22818157
29015,0,135.83777,-0.36539707,-2.974136
29017,0,17.92205,1.0669746,0.23915875
29020,0,39.330757,1.9257374,-2.1299183
29023,0,70.06577,-0.55826414,-2.363126
29028,0,58.086487,0.05887872,-2.068643
29029,0,29.88156,-0.11128037,2.5256884
29030,0,76.66285,-1.3654243,2.9598985
29030,1,72.641815,-1.2166015,-2.6953335
29033,0,55.214767,-0.016846744,-0.7742551
29034,0,178.6179,1.7100875,-1.7236768
29034,1,19.392363,-0.11364235,-0.8158152
29035,0,264.41116,0.77504563,1.4004703
29036,0,65.51491,-1.714475,2.8943624
29040,0,17.535688,0.6840748,-1.4015212
29041,0,25.260674,0.36195853,0.7357336
29051,0,36.609924,2.3632524,0.5581992
29067,0,25.435343,0.0018628833,-1.7498746
29070,0,35.369816,0.31264025,1.9152616
29077,0,55.86992,0.2114975,0.395509
29084,0,48.318897,0.4860885,2.939081
29091,0,73.07009,0.5214641,2.205053
29097,0,72.01015,-1.6792352,-0.017391404
29100,0,147.05998,0.87406677,1.2124077
29107,0,72.612595,1.4274564,1.775438
29110,0,206.44054,0.6079219,0.5362034
29111,0,28.018045,0.68126386,-1.5596343
29114,0,38.13522,-1.7826236,-0.7468451
29116,0,65.33927,0.29094234,-1.8560038
29125,0,61.291595,1.1675942,1.2711105
29127,0,84.64436,-0.023355765,0.9884609
29134,0,63.647785,-0.015886476,0.97096306
29137,0,117.410255,1.109174,3.130621
29140,0,40.159176,-0.9291613,0.9293409
29149,0,34.49566,-1.0102383,-2.818043
29152,0,27.82365,0.87713474,0.2470545
29154,0,90.76651,-0.15353498,0.31194025
29156,0,70.50768,-0.93519163,-2.6489131
29165,0,57.64293,0.81734794,-0.5346725
29167,0,11.302146,-0.14390448,1.908145
29168,0,41.966225,1.4726204,-1.1142275
29169,0,82.13148,1.4247863,-0.017168377
29172,0,129.55531,-0.59255064,1.0448942
29173,0,53.01997,-1.3259789,-1.385729
29178,0,130.14973,0.7590436,2.8143506
29183,0,106.8554,-0.3583919,-1.6608251
29184,0,155.68587,-2.4920082,2.3233798
29187,0,49.70667,-1.3724531,-1.2003225
29190,0,61.684017,2.015234,-0.23603794
29191,0,23.965895,-1.3457367,0.58335704
29204,0,132.89494,-0.0418962,-2.6168175
29207,0,35.272705,0.27857774,-2.5143259
29208,0,87.317474,0.09932866,0.42457414
29215,0,82.89927,-1.8463207,-0.080595754
29215,1,73.47854,-0.56313235,1.6311759
29230,0,57.532566,-0.6555013,-0.68716216
29238,0,14.7799835,0.7068611,-0.11195747
29243,0,37.629345,0.48762047,0.35583428
29249,0,32.43714,0.5455227,1.4069089
29254,0,131.47522,-0.6585128,1.289488
29256,0,77.75203,-0.3308067,1.3032535
29262,0,29.222248,-1.1004097,1.0820725
29266,0,58.905235,-0.034199014,-2.0049481
29268,0,14.124015,1.4490522,-0.38576716
29270,0,50.018467,1.186649,-0.7525855
29271,0,153.22086,0.05839673,-1.1668109
29273,0,12.665372,1.48213,-2.7793694
29276,0,53.106762,0.7734202,0.29055688
29281,0,190.4646,-0.6313741,0.41445667
29288,0,88.663025,0.15118986,-0.46288046
29289,0,225.5036,0.5250993,-0.03373685
29292,0,123.52487,0.7011021,0.46282306
29293,0,94.21691,1.806848,2.0505764
29296,0,17.861088,-1.6203017,0.42307156
29300,0,51.523106,-0.36721137,1.6569271
29303,0,58.229652,0.3352477,0.12847668
29304,0,22.438833,1.6368455,1.9951853
29307,0,116.1722,-1.149831,2.8322396
29307,1,90.8237,0.11033406,-0.26105708
29309,0,131.05563,0.22019641,1.6979105
29317,0,46.87131,-0.090012304,-2.0019057
29318,0,330.06744,-1.2944064,2.6290028
29320,0,20.679827,-0.92454517,-0.43699473
29325,0,24.306871,0.3751422,2.2322605
29327,0,55.345898,0.847334,1.8344239
29330,0,58.236046,-0.4918062,2.697094
29331,0,182.9061,-0.9913296,-0.6985917
29331,1,51.835052,0.74746203,-0.5009308
29332,0,104.4432,-1.0522659,-2.5688708
29333,0,193.63615,-1.2298051,-3.1168652
29337,0,66.024536,1.620272,-0.95348775
29339,0,22.943722,0.008707286,-1.9813535
29345,0,173.03864,0.9136852,-2.4217122
29354,0,169.64487,1.66663,2.0500395
29354,1,86.86395,1.5137298,-2.248998
29358,0,65.20062,-0.54145324,0.6007711
29361,0,66.84877,-1.0204802,2.173792
29367,0,97.15518,-1.9539073,-0.21697661
29371,0,64.38008,0.09409994,0.54811585
29372,0,79.417175,1.1072465,-1.9206853
29373,0,76.51296,-1.020257,-1.7004423
29373,1,31.435125,-1.1491727,2.5492804
29376,0,10.695406,1.278652,3.12485
29391,0,111.23722,0.5480952,-1.5683292
29392,0,12.46595,-0.8953671,-2.6229453
29396,0,232.59782,1.8027047,1.2675036
29397,0,135.05006,0.9750808,2.2438996
29404,0,62.98771,-0.99989384,-0.9975734
29407,0,57.81672,-0.097247206,2.51574
29413,0,27.388565,-0.98091716,-0.0976378
29414,0,54.03127,-2.392497,-1.1787156
29419,0,86.60703,1.0366981,1.9465811
29421,0,64.30422,-1.3558567,0.8428685
29424,0,28.65574,1.2799982,-0.7371722
29426,0,61.896072,-0.09542109,1.9171247
29434,0,31.14476,-0.931852,-1.5243862
29442,0,122.177284,0.16899094,-2.3150663
29443,0,65.0155,-0.44170037,1.374786
29451,0,28.216524,-1.7772729,0.569634
29452,0,131.94525,0.31427717,2.1707304
29452,1,24.749107,0.34085044,-1.6112343
29457,0,31.794285,-0.3133146,1.9833485
29458,0,28.537035,0.33156633,0.48805472
29466,0,123.93477,0.14363885,0.608102
29467,0,27.641197,0.103055835,-0.85428596
29470,0,39.953674,0.50554776,0.004506175
29477,0,55.58883,0.8562151,-2.2780228
29479,0,14.146651,-1.1892093,-2.383246
29480,0,78.130554,0.9566845,0.8651102
29487,0,240.63129,-0.74563944,0.5942047
29490,0,70.78076,-0.0014887048,-2.3807158
29494,0,27.7369,-0.6554767,-2.8979578
29500,0,54.57793,-1.3859258,1.4779222
29501,0,95.78106,-0.7981423,-2.3092942
29504,0,109.65366,-0.6317795,2.7506578
29505,0,62.81211,0.21712983,2.1011875
29506,0,10.686326,0.791676,-1.849415
29514,0,138.64836,1.0252308,-0.05566288
29516,0,23.645742,-1.6731722,0.21505676
29518,0,69.52682,-1.858366,-0.4568762
29519,0,73.415375,0.5136093,0.79475975
29521,0,80.31059,-0.30088833,-1.3817377
29522,0,110.790665,-0.6803226,-2.8875682
29523,0,20.61372,-1.0245692,-0.2604749
29529,0,64.46054,-0.08242918,1.3994589
29530,0,41.015472,-0.17355384,1.2262572
29531,0,47.54201,-0.068661414,2.1642747
29534,0,34.68386,1.5232867,1.9477638
29535,0,58.60875,-1.4768008,2.3641002
29540,0,32.43528,1.5223682,1.6896242
29541,0,118.2816,1.6266036,-0.062086772
29544,0,27.331043,1.8588694,2.7542121
29548,0,32.489887,-0.030581756,1.3823072
29550,0,37.463528,2.3162496,-2.1578104
29551,0,76.19132,1.8257531,2.118787
29553,0,39.909534,-1.3361706,-1.0345504
29557,0,10.391526,-2.0439007,1.3176568
29565,0,34.721115,1.7772701,0.17044386
29566,0,24.02298,1.1807005,1.2144936
29570,0,45.82558,0.75861716,1.5309919
29571,0,30.911194,1.560814,0.146006
29581,0,63.49644,-0.91161495,1.1505774
29584,0,21.978107,0.18209246,-0.25160134
29588,0,75.50506,0.192732,-0.36164623
29590,0,49.28457,0.90923184,2.1661963
29598,0,80.28588,0.6861479,2.6929753
29601,0,125.47166,-0.6473587,2.494538
29605,0,80.96201,0.55074394,3.096484
29608,0,34.461258,0.11929755,-2.2577004
29613,0,50.95061,-1.6936324,-2.7085752
29614,0,43.904083,-0.37139004,2.320586
29625,0,32.778954,-1.1772728,2.779906
29626,0,56.200336,1.0659806,-0.7410059
29640,0,30.561129,0.4795833,1.7027808
29641,0,77.40293,-1.3146895,1.5364698
29642,0,26.874832,-0.78815514,0.31773087
29643,0,24.820572,-0.12451381,1.8114738
29646,0,27.317665,-0.65784055,1.0744247
29652,0,87.353264,-1.3698131,1.639356
29653,0,49.241547,1.018846,-2.113281
29654,0,74.01253,-1.1724771,1.9789196
29655,0,77.37589,-2.1932697,-0.699697
29659,0,154.15424,-0.8667043,-2.713424
29662,0,124.7081,1.7802262,-1.5567245
29668,0,140.53264,-0.32052252,-2.4871988
29670,0,48.470882,2.1191967,-2.8005064
29672,0,39.24262,-2.2708094,-0.38562793
29672,1,15.345129,-0.4462774,-1.9979521
29674,0,37.402607,1.2643576,-1.2934151
29681,0,47.4651,-0.3500296,0.18680872
29683,0,74.41792,0.0593319,3.0017357
29684,0,41.540615,0.36677915,-0.77380246
29685,0,151.03311,1.244098,-1.8265617
29690,0,160.67995,0.44826093,0.66137713
29695,0,26.836365,0.5578517,-1.0986758
29698,0,129.1331,-0.29051322,1.3374373
29699,0,34.408474,0.5208131,-0.09937019
29701,0,96.79486,-0.000736296,0.4012807
29706,0,16.993946,1.0677874,2.3548756
29707,0,41.4644,-0.7159941,-0.113192074
29712,0,12.313686,1.863205,-1.1533927
29721,0,24.64082,-0.66553,-0.69339585
29727,0,52.21089,-0.35490555,0.84198993
29728,0,22.712494,0.7576102,2.8473048
29730,0,91.093735,-0.6841611,0.731287
29731,0,35.158527,-0.11444915,-2.3276396
29732,0,53.976307,0.06637328,-3.025365
29733,0,21.21839,-0.5484132,-3.0963204
29735,0,171.97455,-0.0078889895,2.7898586
29738,0,46.8059,0.41907653,-0.2701309
29744,0,34.816746,0.20706062,-1.8322436
29747,0,47.193676,-1.0970252,2.035012
29752,0,89.595764,-0.7236753,-1.6587567
29752,1,18.46201,-0.9155261,2.023402
29755,0,82.1117,1.1381414,-2.342897
29757,0,159.42448,-0.7874067,1.9066452
29760,0,44.30871,-0.14398159,-0.4762299
29763,0,132.66794,0.53106517,-1.9964235
29772,0,240.69302,0.13920854,2.9623487
29774,0,117.071884,1.0545354,-0.06670702
29776,0,189.9595,-0.7528323,1.5116457
29777,0,33.633934,-0.980592,-1.6090162
29782,0,138.17778,-1.1308163,-1.4551661
29785,0,58.75154,0.09143867,0.38988706
29793,0,25.307034,0.6666362,0.2700589
29795,0,38.135075,-0.1376852,-0.928969
29797,0,19.495886,-0.018763479,-2.5750468
29814,0,62.262592,-0.45473984,2.7351394
29816,0,74.29452,-1.4528805,2.7825155
