entry,subentry,Electron.PT,Electron.Eta,Electron.Phi
792,0,79.72535,-0.6714098,-0.5816833
796,0,144.33607,1.1918066,-0.8879477
801,0,52.31032,-0.45608115,-0.43089905
805,0,53.02994,-0.45009622,1.2364502
806,0,58.37533,-0.8810527,2.931435
806,1,32.643867,-1.2147651,2.9424927
813,0,79.21714,-0.8512374,-0.05456581
813,1,60.25651,-1.6593819,1.9838022
814,0,37.001923,-0.47734332,0.32485017
815,0,17.182735,-1.2924464,2.9736006
817,0,26.074345,-0.20043387,-1.8694927
818,0,61.401665,-1.1499679,-1.1942604
819,0,71.06768,0.5728947,3.0176306
819,1,18.198229,0.89442444,-2.9685547
826,0,41.914944,0.69168293,-1.5661824
826,1,13.535089,-0.09379907,-1.8339281
828,0,108.114426,-0.3000029,-0.4484487
834,0,34.643356,-1.5626916,1.5831406
837,0,37.980087,-1.2541828,-0.59195566
838,0,36.563904,1.9982594,-2.079591
839,0,22.176466,-1.7730396,-0.30795604
845,0,94.54547,-1.4994024,2.2146485
847,0,62.81916,-1.9655797,-1.748038
848,0,53.6333,-0.57363254,1.3182064
849,0,64.318184,-1.3448769,0.2876206
849,1,23.812826,-1.7055104,-2.197907
850,0,79.94855,-0.3143031,-2.2743285
852,0,26.502443,-1.0830486,2.996367
860,0,24.772182,1.2785304,1.6001004
861,0,36.169075,-1.7968544,2.657905
863,0,25.806381,0.09448637,0.52726763
870,0,83.10735,-1.2533034,-0.22372212
871,0,50.718864,-0.68645066,-1.5978373
872,0,72.82311,-0.5655326,1.9065452
879,0,54.78275,-1.4308935,2.1465049
888,0,33.227097,0.7135299,2.2225387
895,0,57.504097,0.25468,1.3091731
900,0,57.499966,1.5342427,-0.19359289
901,0,59.734463,0.9027258,1.9121935
902,0,132.7145,1.8199191,-1.499069
908,0,91.350975,0.74687105,-1.018256
909,0,33.52729,-0.09787161,-1.1131301
911,0,168.44958,-0.9327358,-1.3103501
911,1,126.65026,0.91078436,2.295526
917,0,54.210297,-1.1570877,3.066158
919,0,37.360245,0.50642717,-3.0842295
925,0,17.44605,1.8017281,-0.7579153
927,0,98.731064,-0.735852,0.66834915
934,0,60.35891,0.34066263,2.6262426
934,1,24.638712,-0.46874067,-1.6688405
937,0,99.351685,-0.5549551,0.68589073
939,0,83.87115,0.9650719,-2.948966
940,0,81.7453,2.0210094,-1.847051
943,0,79.93094,1.9831343,-2.886758
945,0,51.13871,0.3664619,-2.2195194
946,0,68.63291,0.634552,2.1360433
948,0,98.83876,-0.7494056,-2.7762864
951,0,47.056385,0.41714552,-1.7438027
953,0,120.85931,-1.220798,0.35967302
962,0,21.291805,0.2351157,-0.042776477
966,0,51.195194,0.8337315,1.8112575
969,0,29.925648,-1.452514,2.4884105
973,0,117.13562,-0.6495059,-1.5368414
974,0,72.92934,-1.6189693,-1.5558549
975,0,50.806,-0.32376397,1.8835039
978,0,49.02919,0.6740971,-0.90112174
981,0,281.49066,-0.01872606,-0.8347673
984,0,85.70165,0.21247807,-0.34582546
993,0,39.639336,0.9520896,-0.9540064
994,0,131.75278,-1.0708568,0.060267184
998,0,47.006012,-0.2840531,-1.1042963
1000,0,60.14372,-1.4183363,-0.1334133
1003,0,22.750517,-0.31862858,0.94857574
1013,0,69.51828,2.3056216,-0.6998985
1019,0,47.26362,1.156788,-2.611745
1029,0,42.119133,1.377365,-1.9163581
1030,0,175.35492,-0.30181193,2.2997868
1032,0,113.26037,1.0690634,0.26961967
1033,0,88.02649,0.105606,-1.6804584
1034,0,27.981398,-0.48737428,-2.3075473
1036,0,36.708923,1.0584915,0.94799113
1037,0,20.448313,-1.2268618,-1.9374584
1037,1,16.75928,-1.2902529,0.2522214
1039,0,68.39957,-1.0421199,-0.027207505
1040,0,35.712936,0.43624246,-0.9539009
1048,0,35.996025,0.08821264,2.3126929
1052,0,49.099266,0.47707614,1.9532102
1053,0,65.51016,-0.53634477,2.4661922
1056,0,167.06844,0.74800086,2.2794604
1059,0,184.45338,-1.1070926,-2.5382764
1061,0,58.158245,-0.777919,-0.37871194
1065,0,65.63694,0.5047715,2.969837
1067,0,46.24707,-1.2360816,-0.679065
1071,0,17.792963,1.8284762,0.07595452
1072,0,62.58031,1.9486043,-1.7008408
1072,1,29.88092,1.3426795,-2.8610535
1074,0,27.757425,0.03414883,2.5975673
1076,0,87.2023,-0.74376744,-0.735551
1082,0,36.53407,0.28092515,1.1324687
1084,0,48.003483,-0.12446318,0.43205565
1086,0,156.84367,-0.9495588,-1.5096782
1087,0,57.145813,-1.5560054,0.8582297
1092,0,95.359344,0.6517661,-0.22424604
1100,0,83.59283,-0.6254959,-0.85694087
1104,0,142.47697,-0.31444559,1.6505063
1109,0,50.348316,0.6140214,-2.1287777
1114,0,13.05312,-1.4602368,0.3861373
1115,0,62.717823,-1.0646198,-2.808998
1125,0,86.78958,-0.36219284,2.4876297
1126,0,210.84436,-0.06516974,0.8966247
1140,0,81.86593,-1.1500118,-0.5995822
1143,0,105.605354,0.092498936,1.8972262
1145,0,58.05881,-1.7592467,2.735894
1146,0,17.158508,-0.027820675,2.5662842
1152,0,136.88321,0.8564233,0.046046775
1152,1,131.87244,1.9311141,1.9616278
1153,0,12.168233,0.40156823,1.8896767
1156,0,14.8811865,1.4066652,2.7535558
1160,0,71.98696,0.282483,2.7760313
1165,0,47.65155,0.33759847,0.60531414
1167,0,118.09167,-0.6187348,-1.9014939
1173,0,77.38218,-2.2324064,0.9887472
1173,1,61.80283,-0.5724574,0.41121438
1175,0,86.19439,-0.6059783,1.4613347
1178,0,74.0579,-2.060961,-2.6610096
1178,1,37.770844,0.6605128,-0.8442866
1179,0,45.365067,-1.3640054,-2.1721826
1187,0,38.45647,-1.7529169,0.45769355
1190,0,23.441444,-1.7237628,-1.5089102
1193,0,30.636246,-0.88741183,0.96925664
1194,0,52.296207,-1.2858561,2.66538
1195,0,54.465664,-0.40739003,2.2278166
1197,0,12.962149,-0.2825586,-0.8529163
1198,0,104.560326,1.2506251,1.5651757
1203,0,105.430145,-0.1486339,0.08351807
1205,0,31.865032,1.4508635,1.4272332
1208,0,170.7496,0.48078898,-0.9364905
1210,0,10.005577,-2.1775584,2.3435228
1214,0,118.673096,0.8446086,-2.3799772
1214,1,76.78322,1.7981887,0.098975934
1219,0,141.53293,0.06791727,2.7372506
1220,0,55.34647,0.95767325,-1.3682529
1221,0,141.18643,-1.8330044,2.769731
1222,0,12.115429,-0.8643991,-0.43215472
1224,0,30.634949,-2.1155095,0.38658303
1226,0,96.53022,0.27521938,-0.12285989
1229,0,258.01312,-0.1397361,-2.4613473
1229,1,34.05363,1.2595458,0.3993188
1231,0,25.949524,-0.36538407,0.33899117
1236,0,47.229904,-0.20990607,0.8732703
1239,0,34.167347,1.5232391,-0.70687425
1240,0,91.42947,0.120762885,2.7050729
1240,1,52.368793,-0.17277758,-3.059731
1245,0,43.04737,-2.012695,-1.8904711
1248,0,41.015015,1.7186028,-2.2467358
1249,0,66.89,1.1624225,1.0809146
1265,0,12.457853,-0.0908371,-0.04747849
1270,0,56.880253,-1.3080444,1.429173
1271,0,44.44887,0.2852104,1.3096489
1278,0,61.798878,1.1641879,-1.0423084
1280,0,56.052666,-0.26758116,1.2620264
1281,0,98.56451,0.6436681,-2.8497279
1282,0,73.1989,0.81880486,-0.8224995
1287,0,108.80396,0.5773388,-1.9735786
1290,0,19.708027,-1.2295091,2.4992797
1292,0,42.082966,-0.073296145,0.35646042
1295,0,24.526806,-0.87581855,0.3565435
1307,0,95.41657,-0.32105383,1.7143437
1309,0,21.712934,1.1118828,1.276715
1311,0,33.783787,-1.3202786,-0.7309193
1312,0,39.77061,0.6660058,2.444453
1313,0,145.17711,-0.20129123,-0.9861338
1314,0,17.87584,0.0022916256,-2.427283
1317,0,105.62527,-0.9609571,-3.0177941
1321,0,21.737095,0.22999695,1.9435531
1322,0,66.77102,-1.6698701,2.233582
1326,0,119.87906,0.47815415,1.7145973
1327,0,116.78157,0.7584516,-2.73971
1329,0,28.849033,-1.7476208,2.0903509
1337,0,168.74605,-1.0351129,1.1597688
1357,0,136.19852,-0.13858634,0.95677537
1365,0,71.692924,0.9190474,-2.37239
1366,0,48.440273,-0.9161899,-1.7710354
1368,0,83.993256,-0.20726591,2.6452394
1371,0,19.152687,2.3114362,2.2008874
1373,0,24.698544,0.58854854,2.6246688
1375,0,118.060776,-0.44199756,-1.2711946
1379,0,26.095537,1.1616759,1.3247764
1383,0,119.795006,-0.05860816,2.5280755
1388,0,77.02856,-0.18857859,1.3023816
1394,0,11.360111,0.74438566,-3.0228393
1397,0,87.67979,-1.3869089,-2.0401065
1397,1,65.41705,0.22195032,2.5454745
1398,0,232.22533,-0.14085764,1.3043866
1411,0,42.159092,1.2452079,3.0088813
1412,0,170.51765,1.1139597,1.4157987
1413,0,141.86716,-0.56082785,1.7163528
1419,0,44.05293,0.43139014,2.2371244
1420,0,18.436174,-0.076958686,3.045742
1424,0,43.518963,1.5442874,2.192589
1427,0,28.247026,-0.8670805,-1.6102923
1429,0,59.784657,0.98120314,-0.5631936
1436,0,63.398197,-0.19774522,-3.0391996
1437,0,134.17487,1.1433259,0.033088397
1443,0,77.397484,-1.64137,0.2372606
1443,1,36.283176,-0.9110492,-2.3541641
1446,0,41.78836,-1.3974005,-2.5802715
1450,0,79.339035,0.9274727,-1.352658
1452,0,68.429565,0.964345,1.9163617
1456,0,50.81427,0.5242422,0.9544905
1459,0,124.47534,-0.093792275,1.8628852
1460,0,140.33583,-0.8803504,-0.7861731
1460,1,54.29574,-0.058139455,-2.269784
1462,0,28.535833,0.0765497,2.7798314
1467,0,38.91369,-0.69789845,-0.06675516
1476,0,46.75394,-0.63375217,-2.1655736
1478,0,22.823282,2.0896256,1.4041497
1480,0,29.282473,0.7129177,-2.473958
1483,0,61.15037,1.0932832,-3.1182392
1486,0,46.02456,-0.031553205,-3.0876677
1488,0,50.531116,0.61549807,-1.2678059
1491,0,52.03368,-0.047737412,2.0852957
1496,0,57.397537,-0.23727335,-2.824654
1497,0,93.97404,0.9589175,-0.46712074
1500,0,116.35478,1.1670368,0.5749342
1502,0,110.545494,-1.5817167,-0.836612
1503,0,138.28824,0.16077612,-1.1976697
1506,0,34.67425,2.2974668,-0.051206544
1515,0,72.66913,-0.41844484,1.8072298
1516,0,28.76908,-0.14106037,-2.707211
1517,0,35.82303,-0.16898869,1.0070814
1521,0,145.60515,0.4890627,-0.83093935
1522,0,66.42933,-0.366504,-0.73875016
1529,0,65.35095,-0.49944904,0.4994936
1537,0,61.502018,0.9148353,2.8620076
1540,0,93.89965,-1.8233438,-1.8247553
1540,1,72.94694,-0.73698264,2.7497623
1545,0,48.23771,0.6091527,-3.0206068
1545,1,46.657932,1.68967,-1.4238579
1546,0,159.48402,-0.2199803,-0.9266795
1546,1,21.714014,1.5684037,-0.34178105
1550,0,45.737255,-1.1728338,0.547616
1551,0,11.15018,-0.15023306,0.94468176
1555,0,172.36917,1.9174622,-2.1733572
1556,0,31.57396,0.124937706,2.635731
1560,0,54.651474,-0.121784784,1.7279302
1562,0,87.24429,-0.30236107,-0.6153586
1564,0,109.80689,-0.9810395,-0.89152765
1568,0,48.286095,0.20634778,1.9464092
1570,0,101.852684,0.8686385,-0.5094824
1572,0,18.581898,-0.48109475,1.9568945
1573,0,36.086086,1.293778,-2.96511
1584,0,117.48736,0.44321364,-0.34194502
1590,0,51.44619,0.022761168,-3.1091752
1605,0,87.34284,0.0622828,-0.35126832
1609,0,53.822395,0.67775786,0.9107854
1612,0,47.169724,-0.072775386,-1.9374025
1613,0,17.536507,-0.7248877,-1.8845109
1615,0,18.685034,-0.24438663,-1.5330226
1623,0,78.648735,0.5797142,-2.8446352
1625,0,81.60974,0.67398244,-1.7061156
1631,0,11.784997,1.2302521,-2.9826846
1633,0,69.17774,1.4144194,0.36567473
1634,0,36.22954,1.0238028,0.06228535
1637,0,97.87068,0.8886921,-1.8403425
1644,0,42.979103,-0.6975999,-2.6466498
1645,0,52.492424,0.48933515,2.2883832
1646,0,40.72706,0.56863195,-1.8617166
1647,0,70.89337,-0.38930327,0.37794286
1656,0,149.45198,0.9081608,0.70377415
1665,0,68.093834,-0.6740286,-2.9951928
1671,0,38.22482,1.5987942,-1.6167543
1677,0,32.110634,-0.21897133,0.3942487
1678,0,29.584328,0.034541853,-2.8390067
1679,0,49.487675,0.88154477,-1.8667946
1685,0,20.462938,1.8116151,-2.1151388
1686,0,60.61224,1.066373,-3.0954494
1688,0,184.7465,-0.3854228,1.0330011
1693,0,27.18928,1.3681551,-2.415346
1696,0,26.761051,-1.160905,-2.3489609
1697,0,109.9863,-1.5262746,0.046440147
1702,0,40.434635,-0.41261387,-2.7485495
1705,0,86.49587,-0.4888492,-2.9628081
1709,0,85.82222,-0.09919564,0.6009589
1712,0,67.39818,-1.6392176,1.917231
1715,0,24.538273,0.39976323,2.9687562
1716,0,76.95891,-0.29722485,0.21379957
1717,0,56.065495,-0.17255978,-1.3325118
1719,0,81.23376,-0.63376176,2.574915
1719,1,59.003353,-1.1089402,-0.041599423
1725,0,53.86517,0.25087067,-2.7748935
1729,0,102.117676,0.2661041,2.957844
1734,0,53.69414,-1.283769,0.82489073
1735,0,89.642555,1.18654,-0.5598517
1738,0,57.593056,-0.24915774,0.7134746
1738,1,27.066313,-0.6564155,2.2221155
1741,0,122.65462,-0.25286573,3.03932
1744,0,66.56742,-0.6625779,-0.43866542
1746,0,44.10711,0.6079634,1.9538835
1751,0,39.74936,-0.05481632,-0.5341495
1753,0,34.09343,-0.66985404,-0.28516555
1753,1,14.4356985,1.2339011,3.0767586
1764,0,185.3092,-0.4571136,0.8640587
1765,0,68.78978,0.14327256,1.2231699
1766,0,116.68854,-0.1097568,-0.5498343
1771,0,33.368034,-1.1315029,-2.1836138
1772,0,68.87728,0.44328862,1.9481944
1775,0,106.2369,0.6752782,-2.6603773
1775,1,84.41801,0.40494275,-0.8588422
1776,0,12.316037,-0.4917865,-2.9930854
1780,0,81.682274,-0.74054176,-1.0596888
1781,0,27.050472,1.3781205,-0.92823845
1786,0,33.68728,-0.59544516,0.41881603
1788,0,182.54094,1.0077449,1.7187293
1792,0,69.71827,1.313301,-1.893635
1796,0,92.89534,-0.18551885,0.097275734
1807,0,106.92962,-0.88321346,-1.8912416
1808,0,60.396816,0.22723414,1.0123899
1811,0,43.05733,0.014975647,2.6337843
1815,0,91.34944,2.428634,2.1421692
1819,0,30.858261,-0.26081678,2.8348832
1821,0,157.71114,-0.101309694,-0.25043437
1824,0,20.44672,0.43492323,-0.09622507
1829,0,34.183926,-1.3029016,-1.499865
1841,0,222.6341,1.9086282,1.954145
1845,0,30.241665,-0.9529031,1.5659878
1846,0,26.759743,-0.41505522,-0.80648166
1853,0,95.75044,-1.2248296,1.1064361
1859,0,30.175491,-0.04003387,1.634207
1864,0,107.50595,0.93592596,-1.6367353
1867,0,180.23737,-0.953624,-0.7218127
1867,1,161.53944,-1.9345083,2.5871768
1870,0,232.6377,1.4039972,-2.1715162
1871,0,46.228878,-0.5456886,-2.6355228
1872,0,178.52515,0.12759444,3.1230516
1872,1,18.449724,-0.43407613,0.12128683
1873,0,37.21375,0.16804221,2.1533058
1889,0,11.842936,2.1760325,-3.0721357
1891,0,108.99127,0.7224922,0.04276248
1892,0,65.76798,0.42566437,0.19464567
1897,0,27.689184,-0.20716292,-1.0872521
1898,0,41.66188,1.8375777,-2.093082
1903,0,18.855803,-0.45050353,-2.477571
1913,0,88.69894,0.9829965,0.80834943
1913,1,48.087025,1.1400175,-0.012683805
1917,0,79.90304,-1.1123102,0.57416415
1922,0,20.672876,-0.43474993,-2.4743476
1923,0,177.30563,-0.5497035,2.537793
1926,0,67.699745,0.6164965,-2.084559
1932,0,60.322556,1.3286965,-1.010971
1937,0,42.2651,0.26859894,-0.6547855
1941,0,14.67263,1.042348,-1.8478001
1942,0,67.50311,-0.8053203,0.7782782
1943,0,99.29269,1.1383483,2.628946
1944,0,109.401665,0.97313684,-2.9733222
1945,0,22.522766,-0.07180953,1.7508154
1956,0,100.48576,2.2692494,-0.09834987
1958,0,17.297485,-1.003537,-0.9764541
1964,0,65.477646,-0.29900363,-2.5639405
1967,0,49.531548,0.2606153,-3.1039429
1968,0,79.56767,0.33359843,0.8358641
1971,0,76.35241,0.62450343,-1.0074445
1979,0,25.269588,-0.2690124,-0.8094048
1981,0,30.639364,-0.8732618,1.6697967
1982,0,62.06216,0.5042227,1.6239643
1985,0,97.453094,-0.20707922,1.1130503
1985,1,11.562606,-0.12256131,-1.6015793
1986,0,20.538074,2.3431268,-2.3267012
1989,0,19.828077,-0.073898844,-1.9832367
1999,0,54.436775,-0.8347035,-0.2830199
2002,0,119.155235,0.32256243,2.1052
2003,0,126.49159,0.9462763,0.2037374
2014,0,48.249855,-0.3836183,2.9052756
2016,0,32.13156,-1.5409946,1.595975
2018,0,76.98886,1.3290269,0.4791269
2020,0,57.42104,0.52147126,0.65847284
2028,0,43.366123,0.5073673,0.32945952
2029,0,42.72949,1.5253439,-1.119056
2034,0,48.599503,-0.8422393,-0.8286482
2045,0,131.03252,0.26825836,-2.9776351
2049,0,68.609184,0.17224403,1.8618333
2051,0,174.41812,0.75769997,3.1336594
2055,0,78.655136,0.87383413,-1.2567935
2061,0,102.632866,0.6027124,2.0929892
2062,0,58.727245,0.7985441,2.2106247
2063,0,37.233215,0.20368019,-0.46501398
2065,0,27.437342,-0.5961774,0.8538662
2071,0,101.3421,-0.29976562,-2.8077276
2080,0,30.392029,-1.2739528,0.12863986
2081,0,167.13707,-1.8568076,0.012067225
2081,1,34.349453,1.3467857,-2.4300303
2087,0,56.127705,0.16895507,1.6088701
2092,0,108.19477,0.033187363,-0.07683657
2099,0,74.72935,0.81626695,0.60392183
2103,0,18.063139,0.2101324,-1.8244524
2105,0,78.91008,1.6056325,-2.058709
2107,0,107.62202,1.0914143,0.25732422
2116,0,67.40832,0.1623741,-0.52941424
2117,0,55.723167,-1.251642,2.627227
