entry,subentry,Muon.PT,Muon.Eta,Muon.Phi
6609,1,35.43745,1.1107275,0.7019404
6612,0,12.689875,-2.242805,3.038793
6616,0,166.55104,0.81524694,-0.1864912
6617,0,63.7709,0.8667121,-1.8653055
6617,1,32.713383,1.3351883,-0.28910837
6620,0,109.43584,-0.97091556,0.118713796
6622,0,128.97173,0.4842679,-0.3976339
6624,0,68.911415,-0.8158808,2.5329256
6625,0,102.92424,-0.113713376,1.5400951
6626,0,52.92903,0.53225654,1.0876721
6627,0,24.16235,1.340649,-2.007638
6629,0,85.96827,-0.65874434,1.3145278
6631,0,87.36444,-0.88787186,-2.9913037
6637,0,21.994362,-1.4981332,-2.9295685
6639,0,78.677475,-1.6556008,-0.3546668
6641,0,78.262596,1.4888887,1.8439425
6643,0,130.38405,0.7413827,-1.3726218
6645,0,36.7907,-0.5370502,-0.8035093
6650,0,144.4351,-0.48818314,2.4212925
6650,1,59.68159,0.43450302,2.607291
6651,0,172.16275,-0.056778707,-1.6287643
6655,0,234.9089,-0.6307312,0.44453084
6659,0,167.6704,1.7843947,-0.3316627
6659,1,21.24716,0.19492368,1.662188
6661,0,27.828587,-0.62757623,-2.8478332
6668,0,18.652275,-2.1297774,-2.6824763
6672,0,118.14561,2.151916,-0.46109092
6673,0,80.69787,1.8101767,-2.888815
6674,0,26.340725,-1.2911991,0.79975516
6678,0,137.84833,0.59541416,1.791969
6679,0,78.35953,-0.24847208,0.82265466
6682,0,30.036669,-0.8973747,1.696592
6684,0,169.78772,-0.22972688,3.012369
6684,1,102.450066,-0.6348312,-0.50951606
6686,0,83.4292,-0.6925808,-2.5095356
6690,0,55.430817,1.0992392,-1.7336057
6691,0,68.693,-0.46517354,2.5077214
6695,0,26.42719,-1.5212696,1.7644914
6696,0,230.41745,-1.1375194,0.91953003
6696,1,47.326065,-0.865457,-1.1034504
6697,0,17.93346,2.0099463,1.5636755
6698,0,79.68927,0.42400318,-2.1614347
6699,0,27.475075,-1.9729981,1.1973742
6700,0,27.060415,0.47824928,-0.53247076
6701,0,12.106241,-1.643575,1.9919615
6702,0,100.92568,-0.67905945,0.80187875
6703,0,46.97297,1.4273102,1.3574624
6705,0,33.20856,-0.30956203,0.7817689
6708,0,42.45933,1.5916699,0.24547948
6708,1,21.157269,-1.4166515,-0.7434156
6711,0,37.79857,-0.8158377,-2.4610996
6713,0,141.52245,0.55754215,2.2623904
6714,0,24.8524,-0.9165792,-0.24919309
6716,0,24.976639,-0.8330117,2.1262436
6717,0,29.307158,0.82843614,0.6964599
6719,0,31.086514,-0.7626315,-1.9812906
6723,0,59.062458,-1.103305,-2.4364529
6724,0,32.782665,0.18830082,-0.86561066
6725,0,66.95624,-0.9236196,2.667586
6727,0,140.27658,1.4674413,0.91114956
6728,0,68.14504,-0.44829118,1.1678
6729,0,41.056625,-0.7430501,2.1951203
6735,0,45.78291,0.09338538,-2.9579794
6736,0,128.26878,0.2826535,2.3122745
6737,0,63.367424,-1.3323402,0.063321985
6739,0,28.823895,-1.5521991,-0.7275212
6748,0,70.09229,0.9595872,0.8831386
6750,0,67.94383,0.5327541,1.7704698
6752,0,67.32853,-0.09225514,-0.17745009
6754,0,11.157378,1.5134358,2.1276557
6759,0,67.048096,-0.32256767,0.36976716
6762,0,92.29416,-0.13462952,-3.0024579
6772,0,130.36584,-0.22008696,-0.059164487
6775,0,57.48602,1.2737842,-0.53846437
6775,1,49.53501,2.307765,-1.0609856
6776,0,71.97417,1.1844826,-0.24683687
6778,0,20.868885,-1.4682026,0.298478
6779,0,47.455967,1.8857049,2.2130892
6780,0,68.28329,0.07528867,-2.3854387
6781,0,34.62676,0.5897706,-2.0795238
6782,0,32.578846,1.7916174,-3.0799985
6783,0,145.67862,-0.03134866,2.638345
6790,0,39.145885,1.1186882,2.1476812
6792,0,80.11833,1.1666359,-1.2579323
6793,0,40.394287,-1.283482,1.8380759
6796,0,46.23035,1.1908673,-1.8665978
6797,0,39.19797,-1.4588691,-2.3840415
6798,0,117.721664,0.8097165,3.0206566
6802,0,106.65241,0.636351,-0.7239613
6803,0,55.42949,-0.26925492,0.15796185
6804,0,91.975204,0.8441568,0.5863713
6806,0,27.72083,0.41589805,0.18644604
6809,0,191.3956,0.44031015,-1.2654073
6813,0,35.2151,0.39453062,-2.3735979
6813,1,15.38365,-0.62458104,2.35306
6820,0,156.13051,1.1800061,0.08199411
6823,0,26.850885,-2.3268092,2.0840144
6824,0,178.68317,1.0999988,1.4623634
6827,0,41.220226,0.52782565,-0.75067574
6830,0,88.739784,-1.9672961,0.6452643
6830,1,49.58243,-1.6528366,-1.0088654
6833,0,71.35518,-0.6025809,3.0636787
6839,0,35.22503,0.45931596,-0.7703152
6841,0,76.49671,0.7041977,0.0792656
6843,0,33.932873,1.7123938,1.4135212
6844,0,43.783466,0.18303011,0.09198007
6845,0,142.4654,-1.6327709,-0.5376812
6846,0,32.11508,1.9123744,-1.6901994
6852,0,87.183975,-0.016609387,1.9977677
6853,0,12.879963,-0.3772649,-0.5975493
6854,0,34.752502,-1.3911856,2.7552311
6856,0,110.85669,1.60094,0.3937036
6860,0,25.797619,-1.016105,-1.3569534
6861,0,40.047062,-0.87597924,-2.3475487
6862,0,16.582457,0.3228082,-2.8024633
6868,0,73.08285,0.5321498,-2.5283232
6869,0,84.380554,-0.19527449,-1.2441866
6871,0,31.513151,-0.8661141,-0.45975873
6874,0,67.13909,0.16913082,-0.618898
6874,1,29.76118,-0.45731705,0.7214468
6876,0,178.55037,-1.7918813,1.2300192
6877,0,37.161884,0.3370451,2.6885552
6879,0,159.1844,0.005978761,-0.8985613
6881,0,37.219383,-0.5681863,1.6033891
6882,0,51.86152,-0.58362323,3.1076298
6884,0,51.81936,-0.87945336,-1.6816869
6887,0,50.435444,-0.34617803,0.6868766
6889,0,95.020905,-0.48307392,1.6083835
6900,0,62.15036,-0.90825415,2.4125283
6902,0,49.7655,0.5526657,-1.7249268
6903,0,31.652658,-0.7155826,-2.4049835
6905,0,65.16475,-1.1536036,1.8974015
6908,0,55.62326,-0.0025820178,-1.6103768
6909,0,231.46144,1.011857,-1.7635111
6912,0,51.011883,0.10647605,2.1380792
6922,0,50.87937,0.92913544,-2.293353
6923,0,118.43232,-0.5079322,3.1271846
6927,0,18.988138,-0.49209958,-0.7931487
6931,0,55.76349,1.0743823,-1.4098085
6932,0,74.93899,0.087541334,-1.0285825
6935,0,39.924156,-1.0242485,-0.17430298
6939,0,66.915535,0.8510805,0.1184073
6940,0,116.83025,-1.4129645,-1.690249
6943,0,35.971233,-1.1354699,0.7579155
6946,0,138.25035,1.0326204,-0.67546976
6948,0,79.47665,-0.013342541,-0.30134514
6951,0,167.35698,0.12494412,-2.9872978
6952,0,91.4076,2.143247,-2.057741
6954,0,73.83591,1.1505449,2.614823
6956,0,76.34913,-0.1154982,-1.9051605
6957,0,35.769203,-0.5482246,-0.4118912
6958,0,145.91525,1.444139,-0.40723884
6960,0,170.6477,-0.57468235,2.0062904
6960,1,80.79923,0.7563914,-0.49099723
6964,0,36.596935,2.334029,1.7177562
6968,0,38.580143,0.4469555,1.3979907
6972,0,120.546974,0.9733548,-2.5058413
6973,0,97.247665,-1.381694,-0.7548378
6975,0,75.1079,0.60719365,2.377669
6976,0,39.50852,0.52616006,-2.714006
6981,0,41.588028,0.9003951,1.5808651
6982,0,85.87884,-0.11961914,2.0745416
6988,0,53.53543,-0.1984314,2.6046774
6990,0,38.731007,-0.32754508,-0.7683841
6996,0,79.56601,-1.5420659,0.7693781
6997,0,44.489124,-0.7628509,1.0968281
7000,0,110.971756,0.5838962,-0.67907524
7012,0,134.99014,-1.0287607,-2.142628
7015,0,115.63145,0.3357839,0.82779145
7017,0,18.93631,-1.079464,-1.1677234
7028,0,172.97643,-1.5930011,-0.4976641
7033,0,61.22357,-0.4896254,-0.6377527
7035,0,93.06071,0.40595624,2.639096
7036,0,53.378048,-1.7957824,1.8183916
7040,0,113.92029,-0.92637134,2.6055148
7041,0,15.857359,0.7329128,1.3287808
7043,0,45.44764,-0.13056877,-2.7598994
7044,0,30.952053,0.58808273,1.9873127
7045,0,37.36707,1.820315,-0.7930894
7048,0,56.032288,-0.19664286,-0.97119963
7051,0,75.780716,0.5321915,0.27913547
7058,0,72.95074,0.52369237,-0.10721257
7059,0,27.850164,0.28958353,3.0506632
7060,0,33.996628,0.26529548,0.93175906
7062,0,133.12325,0.13413735,0.45143545
7062,1,58.93731,0.17240706,-1.0822419
7063,0,68.64704,-0.63569736,-2.2053764
7067,0,71.231186,-0.97002393,1.0615809
7069,0,18.653692,1.7633796,-2.1062346
7072,0,78.92938,1.7446828,1.4652791
7073,0,20.417055,-2.1948564,-0.2496359
7078,0,23.928186,-0.6860678,-0.13390726
7079,0,49.70236,-2.2407937,2.8151271
7080,0,99.53316,-0.276155,-0.15580423
7082,0,19.79937,0.6197517,0.5404001
7084,0,155.5848,-0.43738258,-1.3963289
7084,1,70.37711,0.1446232,0.103102505
7085,0,35.863853,-1.3348366,-2.430883
7089,0,62.7356,-0.31430057,1.6986349
7094,0,43.002167,2.2056446,1.6954781
7099,0,16.452919,-0.26753527,0.059227556
7101,0,91.93874,-1.1740347,2.194444
7101,1,55.544136,-1.0615318,2.3485906
7103,0,98.583115,1.6406813,1.9357564
7104,0,82.98966,0.8526839,0.80606574
7105,0,30.65225,0.5299794,1.2880987
7110,0,40.513466,-0.9188496,-1.2292665
7111,0,50.66801,0.26872486,2.0169768
7113,0,70.202225,0.7841792,-3.1222308
7114,0,39.76671,-0.18791589,-1.2220489
7114,1,22.996885,-1.6589302,-2.9595032
7115,0,135.33206,-0.42609978,-1.3516942
7118,0,31.550959,-0.2704924,2.730739
7129,0,22.437603,-0.83954644,1.7852694
7131,0,89.77032,0.6511723,-2.4400587
7138,0,67.46757,1.5123214,2.6867232
7138,1,39.337788,2.1706955,1.9428141
7140,0,148.08214,0.5385572,-2.4979517
7141,0,221.67471,0.11207013,-2.2780442
7142,0,58.36686,-0.1102995,0.5242701
7145,0,68.92348,0.9351804,-2.7357476
7147,0,21.652443,-0.5680659,-2.546895
7150,0,65.7962,1.3479351,2.4119656
7151,0,99.90871,-0.06286383,-0.7599635
7154,0,52.533546,0.6214853,-1.1620209
7155,0,99.64048,-0.61792505,2.3094025
7158,0,100.70275,-0.69335693,-0.62369066
7159,0,207.09372,-1.095132,-0.28096926
7160,0,13.885886,-0.65904415,1.5239102
7161,0,43.8852,1.3704005,-1.4901865
7163,0,54.0119,1.7059283,-3.0074189
7164,0,123.75845,1.6664357,1.8324193
7165,0,10.881855,0.21619856,-2.961234
7166,0,31.54534,0.59627986,-2.0416543
7167,0,72.48292,1.1875193,-0.93923247
7169,0,67.1496,0.76548916,-1.3107423
7171,0,27.810947,1.3052082,0.5681341
7172,0,55.573193,2.1222084,-2.3355877
7173,0,133.72012,0.75347024,-0.5990211
7174,0,36.988766,-1.1838198,-1.4409299
7176,0,133.90862,1.6844752,0.0645119
7176,1,96.94475,0.6835623,2.6040576
7177,0,55.688274,0.66089034,0.7501128
7186,0,94.20094,0.27287486,-2.4738994
7191,0,26.18923,1.3736919,1.358987
7192,0,39.368347,0.83625686,-1.5935605
7193,0,74.79556,-1.6168177,0.23999639
7195,0,39.378063,1.5498403,1.6247137
7198,0,40.16482,-0.09754093,-0.21359155
7200,0,87.43309,0.9985215,-0.21373186
7201,0,64.57249,-0.59149635,1.3221798
7203,0,71.41014,-1.499012,-2.2486129
7204,0,15.220228,-1.7526311,-2.6779778
7210,0,26.286966,-1.3038298,1.6582294
7217,0,46.504425,-0.7844745,0.42147905
7222,0,121.44895,-0.92355186,-1.0242865
7223,0,43.07986,-0.89834315,0.5691606
7225,0,31.611364,1.2613404,0.8039199
7226,0,229.21596,-0.3527785,-3.1191056
7227,0,122.3544,-0.18954255,-1.0132346
7230,0,151.88246,-0.6398314,-1.4706358
7233,0,14.790447,0.36731538,-3.04377
7235,0,68.28115,0.31771433,3.0379224
7237,0,97.29836,2.091915,1.7877405
7240,0,85.84476,2.132176,2.4992344
7240,1,51.277508,0.6646804,1.2758843
7246,0,94.237495,-0.041271534,0.45659786
7249,0,35.347965,-0.60871035,0.20788948
7250,0,86.08979,-0.20848694,-2.8206785
7253,0,48.232437,2.0348613,1.3253655
7263,0,66.556274,2.0501375,-0.075962685
7270,0,139.3589,-0.12388822,-0.96364385
7271,0,66.03452,0.78579456,-0.18481067
7274,0,37.157825,-1.5700451,0.89251167
7275,0,190.60492,-0.5481045,2.0569217
7281,0,209.95035,0.6281773,-0.023317207
7285,0,98.31624,1.3668,0.6322603
7286,0,51.36729,1.1764011,-2.22715
7287,0,67.947,-0.6931798,2.794198
7288,0,87.74128,0.15527287,0.1690706
7290,0,17.103754,-0.4177257,-1.3950982
7291,0,95.381134,-0.9226269,-2.5232413
7299,0,82.25601,0.0028937694,-1.0295942
7301,0,74.94577,-0.18294623,-2.5343275
7304,0,88.146835,0.4829958,2.7032654
7308,0,17.593317,1.3960551,-0.893714
7311,0,161.74243,0.9124646,-2.50716
7312,0,122.6642,0.10975131,-0.19317277
7315,0,102.31835,-1.6122093,-2.8355906
7315,1,26.950148,-2.1027179,-0.32860938
7317,0,80.49269,1.037737,0.26935375
7317,1,52.633724,1.6908574,-1.7233955
7321,0,68.753815,1.8206286,-1.5165733
7322,0,40.697243,-1.0623825,1.6854211
7328,0,44.92489,0.49897715,2.66098
7330,0,69.92699,-0.46585315,-1.3219014
7334,0,134.0078,-0.5986236,1.4326714
7336,0,50.358448,-1.5775025,1.9014761
7337,0,53.92066,2.060343,-2.5907419
7338,0,10.966296,1.1207172,-2.0100777
7340,0,62.05384,-0.1798079,3.1141272
7341,0,146.73793,-0.45761684,2.689577
7342,0,17.352993,-0.4587288,1.0111312
7343,0,168.9967,0.7376579,-1.4342277
7343,1,34.208557,-1.1165415,2.5526013
7349,0,37.126495,-1.2289801,-0.31484115
7351,0,40.84049,-1.6406724,-0.22515452
7353,0,79.63435,-1.0004808,-2.1025307
7353,1,33.333588,-1.2516978,2.639001
7354,0,126.959526,0.38169116,0.051634062
7354,1,49.481926,-0.5178345,-2.768561
7355,0,18.793974,-0.790539,-0.76094586
7363,0,23.03837,0.7550178,2.4936724
7365,0,71.78042,0.2576006,1.5339583
7369,0,62.38756,-0.53712535,-2.1245463
7370,0,114.11283,-1.0056653,-0.4307422
7372,0,121.696724,-0.41317213,-0.5563231
7373,0,156.93375,-0.19120133,0.6278903
7377,0,73.82282,-0.02293667,2.660095
7377,1,17.246672,0.8116013,2.7129223
7379,0,50.612293,0.5953227,2.0252419
7381,0,57.340385,-0.8646045,0.46056122
7382,0,88.48583,-0.6214268,1.0771154
7384,0,90.13758,1.4710425,-2.95535
7389,0,21.092213,0.06494397,-2.719522
7392,0,109.710236,0.02379414,-0.6515545
7396,0,232.79556,-1.3693776,-1.8651204
7397,0,80.862625,0.7932558,-2.4480357
7402,0,63.549343,-0.6645027,1.8285139
7408,0,126.07447,0.71927613,1.2945129
7410,0,344.50684,0.11945092,1.592507
7414,0,29.513178,-0.39658454,-1.3286557
7417,0,75.782814,0.85915136,-2.27605
7420,0,12.47736,-0.84053594,1.0199102
7423,0,35.469524,-1.5165592,-2.2325184
7424,0,126.96318,0.78210104,-0.40363184
7425,0,117.76574,0.8728485,0.13419318
7426,0,85.02127,0.2304452,1.5361822
7427,0,170.1634,-0.09783794,0.45896882
7430,0,76.75899,0.35540628,0.5509769
7431,0,170.96246,-0.53152025,-1.0050234
7431,1,32.563473,0.23314673,2.2675807
7432,0,15.684028,1.7075107,-2.3370607
7433,0,42.56311,-0.54080206,-0.5048113
7435,0,66.69928,0.41070122,2.3782089
7437,0,63.621037,0.34012622,-1.7903961
7440,0,36.85085,1.4775134,-0.08481827
7442,0,125.20027,-0.7451196,2.7400346
7443,0,68.03212,-2.2834973,0.6176715
7445,0,16.05934,-0.08060697,2.5607722
7450,0,23.976282,-0.53034306,1.173672
7453,0,66.85693,-0.45959032,-0.53537667
7456,0,146.95804,-0.04181687,-0.9762684
7457,0,49.160156,-0.73727363,2.2636113
7458,0,17.688625,-1.2114682,2.2387154
7460,0,24.690504,1.2148117,-2.7188668
7461,0,68.99853,1.6618043,-0.30195653
7463,0,26.351114,-1.6682088,-1.7782768
7464,0,55.318665,1.3295082,-0.15815377
7466,0,130.09595,0.71846914,0.721596
7467,0,92.172295,1.0202909,2.689325
7467,1,32.66424,0.19646703,-0.8430364
7468,0,27.358679,-1.2663057,2.3235626
7470,0,10.178244,-0.9793221,2.2566173
7474,0,34.909233,1.5162139,0.7846849
7477,0,45.598057,-1.8953377,-1.0933366
7478,0,125.75341,1.8776385,1.4828885
7485,0,49.320015,-0.44945437,-1.2271056
7487,0,141.5262,0.33225536,0.68452126
7487,1,66.51726,-0.18289529,-1.6868649
7488,0,34.33538,0.0047235903,2.2307656
7492,0,116.299614,0.87897843,2.9203787
7495,0,29.840628,0.1719955,2.7156754
7498,0,44.596237,0.61287266,-1.0417918
7499,0,95.62968,-0.70219153,-0.6228053
7501,0,124.69846,0.13646048,0.5189968
7502,0,97.131226,0.18120062,-0.07771682
7505,0,48.62152,0.6165444,1.7043221
7505,1,39.501015,-0.5345353,1.3300892
7506,0,25.758196,0.5357905,2.7141745
7509,0,61.803604,0.15383197,0.82930857
7511,0,39.882385,-1.6618189,-1.4130833
7512,0,75.34452,0.12683387,0.53616595
7514,0,21.163414,-1.4837888,2.616256
7516,0,69.070274,0.7488082,-1.0186898
7516,1,32.12768,-0.60648924,0.19678473
7527,0,71.423134,0.17607872,-0.07992927
7528,0,82.340675,-0.73028064,-1.1662269
7528,1,26.613207,1.1219703,-0.40293533
7530,0,67.29928,-0.93787163,-2.279499
7534,0,79.40843,0.21175386,2.6660378
7535,0,138.27715,0.14407313,1.8490756
7537,0,53.451767,-0.3807904,2.5553026
7539,0,74.45946,0.88784164,0.4832719
7539,1,58.813187,0.18040168,3.0353138
7540,0,34.018517,-1.6722333,-2.6893897
7540,1,24.182335,-1.6660868,0.64775187
7542,0,115.93858,-1.0405797,2.7599845
7542,1,69.926285,1.6068865,-0.81037366
7551,0,42.62232,0.37704432,-0.45658922
7553,0,67.00327,-0.8684202,1.4593737
7554,0,43.216545,-0.32011726,3.1405773
7557,0,24.364883,-2.2599828,1.3054152
7558,0,21.474655,-0.34438756,2.7661338
7561,0,40.19772,0.41905248,1.4180784
7562,0,38.675514,0.7104698,-1.4217489
7563,0,17.548977,0.5865367,-0.81473804
7568,0,139.62276,1.4820386,-1.514723
7570,0,36.450268,0.70910585,-1.069266
7572,0,91.6467,-1.2610015,-2.7569382
7573,0,57.49664,0.3452616,-0.93731743
7578,0,76.47308,-0.74227506,2.4826858
7579,0,132.42232,1.3380791,0.33391675
7580,0,37.23898,0.66128975,-2.3773456
7581,0,54.492397,-0.7970723,0.09080603
7586,0,30.074697,0.08198742,0.1992493
7588,0,84.42288,0.5140543,1.7785517
7589,0,164.87378,0.121224135,2.2284112
7589,1,82.01271,-0.8872199,-0.32687673
7596,0,98.244736,-0.2647664,1.5980911
7597,0,38.094482,1.1140444,-0.2906896
7601,0,60.958794,-0.9410077,2.9142516
7602,0,12.265946,-0.23245491,-0.2469381
7604,0,40.647976,1.0485266,1.6420336
7605,0,86.050095,1.1511513,-1.4262942
7605,1,40.77915,-0.68937886,-1.2152616
7610,0,66.77182,-0.54966664,2.9928806
7611,0,34.813858,1.1280143,1.8825967
7612,0,73.053246,-1.3490034,3.013372
7615,0,70.982994,1.416543,3.0510368
7618,0,73.270424,0.1964909,-3.1122618
7621,0,50.470436,-0.7516627,-1.1380457
7623,0,92.60564,-0.5755111,2.9603817
7626,0,54.247856,-0.39571518,0.3898343
7627,0,40.884903,-1.9287825,2.222451
7629,0,33.882553,0.19987291,-2.7928023
7632,0,65.82421,-1.2860416,-0.48404634
7632,1,51.26805,0.6023779,2.0102599
7644,0,49.488636,-0.7202253,0.3520379
7649,0,32.64803,-1.1282107,2.9440317
7651,0,20.376532,-1.6212314,1.9507196
7653,0,179.64621,-1.7195494,1.1448439
7654,0,23.305885,1.0029073,-0.8811531
7655,0,61.085648,1.122114,0.8760457
7656,0,11.306497,-0.87457514,0.52765423
7659,0,80.44176,-1.3005896,0.67924
7660,0,63.9112,0.057519294,-2.211568
7666,0,13.9797735,-0.5741431,-0.7414216
7667,0,20.835976,-0.4020644,-2.7449408
7670,0,115.54136,-1.0175685,-1.8590517
7674,0,62.22984,0.2588979,-2.870315
7676,0,73.37853,-2.1973202,2.3834155
7679,0,44.574215,0.9977447,0.20388319
7679,1,23.473833,-0.6200881,3.0691004
7680,0,91.76686,-1.1378801,0.14366865
7682,0,116.29307,-0.3878535,-0.3003695
7683,0,75.52958,2.2728963,1.7351213
7685,0,71.06159,0.005544973,-2.1038651
7687,0,18.394974,1.2601514,-2.9563828
7688,0,98.61251,-1.3407882,-0.0318524
7689,0,47.860733,1.6899425,-3.0298042
7690,0,40.70101,-0.27786738,1.8292235
7691,0,92.85068,1.571394,1.9824482
7691,1,15.301987,1.6555531,0.1571611
7692,0,60.45954,0.4518584,0.6006681
7693,0,115.04459,-0.9372988,-0.315509
7694,0,30.59808,1.5795816,-0.3749363
7697,0,82.43753,0.7704072,2.4994245
7698,0,16.203606,2.0839372,-1.1664952
7700,0,50.251484,0.1414205,1.6392521
7700,1,41.58318,1.3002926,-2.783954
7702,0,30.448328,-0.085366726,1.3188915
7705,0,20.087301,1.6724111,1.681028
7709,0,117.69853,1.4300232,-1.4051232
7709,1,49.225765,0.8367834,0.8064736
7712,0,17.852026,1.4265542,-2.4961143
7714,0,69.34257,-0.598403,0.06487712
7714,1,60.56189,-0.69635576,-2.6481197
7717,0,40.940815,-1.8365715,2.6842492
7719,0,69.06432,-0.8354852,2.0837092
7721,0,87.77512,-0.8516835,1.3496027
7723,0,112.67052,-0.15662542,2.4001362
7724,0,115.85577,-1.487696,1.5615865
7725,0,33.717377,-0.40615866,-0.9295521
7729,0,109.00138,-1.2414676,2.9524815
7733,0,18.700287,0.34195334,-1.5410776
7736,0,89.99625,-2.106538,-1.328537
7736,1,18.304913,-1.5657333,-1.6300465
7737,0,20.818686,1.595111,-1.7692409
7740,0,74.40198,1.8422463,-2.45443
7741,0,47.729095,-1.8171606,1.1097599
7742,0,33.561058,1.7847029,2.400254
7743,0,221.06828,-0.35716042,2.2085552
7745,0,45.551643,0.49485177,0.8010641
7753,0,64.46536,0.6702212,-2.1035504
7754,0,46.006123,1.1309618,2.4926414
7754,1,12.783581,1.5993763,-1.0326666
7757,0,75.341415,0.22389476,1.0915196
7758,0,121.48519,1.5315028,-0.33860785
7769,0,114.73366,0.87204856,2.0924242
7769,1,86.16118,-1.0382023,1.252939
7773,0,51.042088,0.37962425,1.9056205
7774,0,91.375755,-0.58573896,-0.27210492
7783,0,32.58227,1.2117481,1.1263584
7784,0,47.251522,-0.08367714,0.54174364
7789,0,100.84362,0.39626166,-0.3709261
7798,0,110.26889,0.84195083,-1.6387897
7803,0,143.09224,-0.29429543,-0.7618626
7812,0,22.835741,-2.3559208,-0.8668776
7814,0,29.769484,-2.1958992,1.2233424
7815,0,54.203426,-0.34192845,-3.1308162
7817,0,22.912851,0.910775,0.6198267
7819,0,17.564165,-1.8740584,2.13574
7822,0,29.185247,-0.04496486,-2.5578694
7823,0,59.001648,0.0043966128,-2.7639122
7826,0,62.006195,1.6776352,2.192273
7828,0,112.86498,0.27219468,-2.8596842
7831,0,81.703316,-2.0619674,2.042926
7833,0,19.617529,-1.3282278,2.1826918
7834,0,35.83503,-1.288618,-1.5437549
7836,0,70.78828,0.99295694,1.6835171
7846,0,33.814518,-1.3772111,-2.8026023
7849,0,35.975704,-0.98988986,-3.1266897
7850,0,50.37753,2.133218,-2.5884602
7851,0,105.134224,-0.94086325,-1.8132734
7851,1,13.260638,0.95276743,3.0534022
7853,0,86.6096,-0.13988505,-1.8530804
7856,0,106.53979,-0.65764385,1.3314483
7856,1,51.09064,-1.4483103,-1.5302403
7864,0,51.53278,0.7470673,-0.6114843
7867,0,64.75097,0.47932988,-1.3367088
7868,0,53.425365,-0.23146299,-2.376003
7871,0,76.123024,-1.4278226,1.293699
7874,0,10.851324,1.6756296,-1.725203
7881,0,30.443361,0.2562459,0.040222622
7884,0,122.58969,1.0206484,-0.9337081
7884,1,31.760496,1.9070791,1.5726922
7884,2,10.791578,-1.1195687,-0.33591607
7887,0,62.76382,0.8868966,1.682401
7889,0,117.77311,-0.94900334,-1.5016433
7891,0,55.190784,0.95518726,-0.9295636
7893,0,28.615507,-1.2947162,-1.4054878
7895,0,168.03929,-0.04630304,0.19266893
7895,1,47.335213,-0.31486517,-2.5584483
7896,0,55.953,-0.817513,-1.103316
7902,0,23.722013,-1.949688,1.7623929
7904,0,132.07854,0.104498774,-1.4404588
7906,0,168.32971,1.8087374,-2.1263876
7907,0,174.42863,0.58269626,-1.0349948
7908,0,37.958855,1.2167217,-2.3836336
7910,0,92.15554,0.62118244,1.7020999
7916,0,122.518936,-1.4399791,2.9382434
7917,0,39.771248,0.13444796,-2.3310335
7918,0,71.52542,2.2284472,-1.9189603
7919,0,24.85585,-0.7761397,0.22025636
7922,0,21.555767,0.7779684,-2.5086231
7925,0,36.509415,0.6039469,-1.159068
7931,0,194.23254,0.20614327,0.6219882
7932,0,51.0988,0.58661944,1.8081762
7933,0,123.44071,-2.305267,-1.9079355
7935,0,39.31118,0.5925492,-2.1636896
7939,0,10.91907,-0.19669835,2.5689616
7943,0,29.488686,-0.9871811,-0.31799957
7944,0,20.779058,0.4887283,-2.4018571
7950,0,22.226486,-1.4445621,-0.44337082
7953,0,76.708725,-0.42913142,2.1803172
7954,0,50.72595,0.18719882,2.4281132
7958,0,49.49244,0.30718252,0.3124877
7970,0,104.80325,0.49701932,-2.0620716
7970,1,61.493095,-0.95140946,-0.5136669
7974,0,94.28995,0.1574893,-0.7565908
7976,0,12.667941,0.020955553,-2.258367
7977,0,18.756264,1.7815052,-2.8058271
7980,0,24.011343,1.9689258,-2.154204
7982,0,55.583344,0.5608335,-2.7265353
7983,0,127.963104,1.3875176,2.539804
7987,0,132.46924,-0.58715403,-0.1719977
7991,0,51.01075,-0.59878826,-3.1175382
7991,1,46.010674,-0.20602135,3.0191703
7993,0,37.652927,1.0944619,0.18018503
7997,0,63.504227,-1.9643297,-1.4475065
7999,0,99.14695,0.5445253,2.9759252
8000,0,98.386314,0.9579541,-2.3994544
8003,0,116.94021,0.7415283,1.8466179
8003,1,111.3295,-0.29860073,-2.6914096
8006,0,79.42875,-1.3619564,-1.4385529
8007,0,23.58382,1.850567,1.3249583
8009,0,18.162104,-1.4195695,2.0694427
8013,0,23.083149,2.3025386,-3.1034653
8014,0,34.91018,1.6361214,-1.1419162
8016,0,18.874174,-0.3237789,-2.020043
8021,0,16.651535,1.0175012,0.35802984
8022,0,43.955853,-0.29822573,2.3795104
8023,0,48.190247,0.09382432,-0.6187706
8026,0,25.943722,-1.9466245,-0.7468847
8027,0,145.18793,-0.2685937,-0.7532459
8032,0,66.17332,0.2856104,-3.0205398
8038,0,63.1038,-0.6751233,0.010725919
8039,0,23.465345,0.1394809,0.2386169
8041,0,42.054367,0.617593,-1.2062781
8043,0,96.60269,0.62369156,1.7793218
8052,0,45.96698,0.07260624,-0.5423058
8053,0,68.40119,-0.5059249,2.2220783
8053,1,39.453186,-0.574431,-2.3752754
8054,0,130.9494,0.70539373,-2.911016
8055,0,79.57099,-1.2856401,-1.4109344
8055,1,36.743137,0.3876392,2.512936
8056,0,51.03032,-1.7261052,0.85441333
8057,0,77.38985,0.30634397,3.0501528
8057,1,71.88348,0.19848181,-2.7054255
8058,0,155.97366,0.6375315,-1.7788002
8062,0,105.618065,-0.7163313,1.954911
