entry,subentry,Muon.PT,Muon.Eta,Muon.Phi
556,0,58.515938,1.1103432,0.53225803
557,0,40.188972,0.14845861,2.645431
559,0,62.20666,-0.44278494,-1.9929957
561,0,74.65701,-0.7622864,0.005232304
561,1,37.656975,-0.05230837,0.02308036
562,0,128.58403,0.29411685,2.9208755
565,0,17.200672,-0.21904206,-0.09816905
565,1,12.322535,2.2973607,1.1794379
566,0,35.48608,-0.73781264,0.46737838
570,0,114.50836,0.2309533,2.6804316
570,1,70.699745,-0.16030991,1.5557574
571,0,127.95292,0.43937615,0.83178234
575,0,24.427706,-1.8829261,1.9048185
576,0,169.94942,1.069496,-1.4729308
593,0,255.8,0.44212675,-2.2778895
593,1,68.852295,-1.7284024,0.6017855
599,0,20.330103,-0.67133987,1.859691
602,0,54.97227,0.1221323,2.2965677
603,0,40.424114,1.3223349,1.8364284
604,0,69.6604,-0.16126388,-2.4855402
606,0,149.47691,0.78135353,-3.1058407
607,0,89.800316,0.27216557,1.7507887
608,0,28.798738,-1.1608244,1.6869153
614,0,140.01413,-1.5497917,0.5596447
616,0,50.77847,0.48754954,-1.3192567
617,0,23.158161,-0.2358389,1.9852583
618,0,54.627533,0.4132662,-0.23421545
619,0,60.49413,1.5173378,-1.7818335
620,0,130.94745,-1.8917121,-2.1278431
624,0,148.0351,-0.33619478,-0.0007103727
626,0,112.32657,-0.72884303,-1.4047058
629,0,90.08655,-0.7920823,0.25246024
630,0,11.403829,-0.095768556,2.8968625
632,0,17.763348,-0.13829055,1.5553881
633,0,57.13224,-0.10595294,-2.279097
635,0,67.15055,-0.7340474,0.28041163
638,0,108.16471,-0.87049246,2.8388424
640,0,65.341705,-0.6889028,-1.1603013
641,0,77.33457,1.8931789,-0.8274809
644,0,112.420845,-0.7466446,-1.2076927
648,0,28.080715,-1.9664838,2.5393584
651,0,78.90432,1.0597923,0.8492403
652,0,108.68366,-1.2800919,1.3796282
653,0,47.811295,-0.4628993,-1.0333605
656,0,21.312897,-0.014918856,-2.5076432
658,0,39.184933,0.052937154,1.0394536
661,0,37.172874,-1.8604254,-2.585805
662,0,58.947884,0.5527255,0.0023384464
665,0,129.64638,0.9118835,-1.4456214
666,0,16.716438,1.2479396,2.8409333
668,0,172.57289,-0.250832,-2.5511615
670,0,174.07933,1.1643068,-0.2005985
675,0,54.588837,1.0605237,2.5244203
675,1,45.870094,-0.25422406,-2.6510642
676,0,13.812722,-0.42043766,1.2334055
680,0,127.97148,0.09408309,2.0463367
680,1,10.174873,-1.0173172,2.790048
683,0,76.813774,0.09870131,0.9099185
685,0,63.506725,1.7122986,2.608482
688,0,70.842834,0.7057838,0.24172635
690,0,108.29261,0.31920832,1.4508209
690,1,53.6085,0.8485082,-2.2341363
691,0,166.05424,0.24635267,-1.6059558
695,0,88.69521,0.8589839,0.7318394
695,1,75.05266,1.1884543,-1.8895259
696,0,50.92044,-0.120499454,-1.665087
696,1,42.355133,1.2974994,1.992842
697,0,62.784786,2.0011058,1.1867602
701,0,32.364765,0.59624773,2.8501513
702,0,29.431767,0.8949585,1.1750487
704,0,55.497734,-0.33878475,0.91952544
710,0,81.2584,0.07918701,0.103711635
713,0,174.32285,0.5293554,2.8233297
722,0,66.60959,1.4396166,-1.6497167
724,0,65.281715,-1.792876,-1.5998889
725,0,12.388026,0.6648833,1.6657002
729,0,67.64377,1.0539756,1.5983098
730,0,29.024292,-1.0160031,-2.1945553
731,0,116.89538,0.35371593,0.12924263
733,0,16.061693,0.9423632,-0.62382877
737,0,150.69035,1.1609762,-2.828556
737,1,56.073242,1.9485432,0.7294615
739,0,27.655807,-0.479228,-3.0806704
739,1,21.420479,-2.367439,-1.2034737
740,0,18.84375,-0.20250702,-2.6060448
740,1,15.771069,-1.1682154,-2.9992003
747,0,132.045,0.98515147,1.2769768
748,0,31.563822,-1.1691532,0.6703543
749,0,145.15907,0.7693756,0.6738828
751,0,34.91323,-0.004303417,0.6186789
752,0,127.95345,1.6040272,-0.49988
755,0,50.96401,-1.5808206,1.726487
756,0,72.50724,-0.19863439,1.9357121
757,0,66.64177,0.33594817,-0.66552585
762,0,98.683495,-0.45929286,-2.184724
764,0,68.57579,-0.21273297,2.275934
766,0,60.1141,-0.74511963,0.009312624
768,0,17.10631,0.9353344,2.0907013
775,0,16.204277,0.47285885,-1.1267345
783,0,74.64221,0.0282333,-1.2994077
785,0,75.64032,0.1869049,0.6181569
787,0,51.835617,1.0524487,-2.7759967
788,0,185.81847,1.1693885,-1.0801175
790,0,61.54138,-0.35927463,1.7740499
794,0,31.815136,-1.3474938,-2.914306
797,0,65.971436,0.54652345,1.5362077
799,0,30.06671,1.5616432,2.0385072
800,0,35.56727,1.1051083,2.676013
801,0,30.660673,-1.5673939,-2.6155977
803,0,45.421844,0.14707687,1.1185346
804,0,103.1136,0.18185095,1.3109529
807,0,82.380714,-1.3588443,-1.6172761
808,0,82.27727,-0.077803366,0.9439229
808,1,54.332886,-0.18693128,0.19051622
816,0,91.339355,0.4165567,-1.3578583
820,0,30.494959,1.410743,-2.3517845
822,0,22.183403,1.55602,-2.77677
823,0,62.180775,0.9599102,2.024289
824,0,66.96341,0.99169856,-2.405125
831,0,20.419289,-1.4825767,2.2635877
832,0,38.244957,0.3599458,-1.3882173
838,0,20.965006,0.15868458,-0.59755903
840,0,86.1041,-0.41299674,1.251507
844,0,40.11256,1.8144621,1.4244158
846,0,88.862785,0.27900127,-2.4338827
847,0,40.769176,-0.6936895,1.4487914
848,0,17.894318,-0.7407857,-2.8419957
851,0,45.672688,-1.9384722,-0.7656081
853,0,31.15021,-0.14405186,-1.477405
857,0,221.51,-1.0097213,0.62522876
857,1,43.51419,-1.493569,-0.64463896
858,0,57.785072,-0.47207886,-1.9943273
863,0,196.046,1.4791905,0.2186546
865,0,196.23192,-0.89839196,-1.3512367
867,0,16.202625,1.3059944,-2.6529346
868,0,110.086914,1.179357,0.93629223
869,0,42.74287,-0.2986082,-0.6496028
872,0,62.051434,-0.9967116,-2.8791528
873,0,13.444507,-1.1929411,-1.685516
878,0,49.858677,0.4457237,-2.4567335
880,0,24.485657,1.5498979,-2.4519324
881,0,62.357315,-0.9974959,-1.5511259
882,0,47.651806,1.4424235,-2.0868413
893,0,23.866716,-1.4011685,-1.4131941
894,0,44.69143,-0.5970962,2.5265174
896,0,18.799706,2.1797578,-2.9819283
899,0,39.9336,-0.14106902,0.310031
900,0,121.076675,-1.0650455,-0.36025998
903,0,73.87969,1.653115,-1.2072363
903,1,16.55245,-1.7059823,1.0838027
906,0,178.48279,-0.24238649,-1.4261552
906,1,15.973576,-0.15388063,-1.4520577
910,0,139.79701,-0.78239155,-2.724112
912,0,130.59262,-0.5941161,1.0669304
912,1,69.76092,-0.29029027,-1.052105
918,0,27.789759,0.49236596,2.0551488
919,0,52.78619,-0.72379345,1.0506673
920,0,42.284706,-0.30445662,-2.3368263
921,0,26.926985,-0.20139483,-1.9461788
921,1,26.013597,0.7920271,-1.3347082
922,0,64.93956,0.8992296,-1.2761191
924,0,42.724964,0.551544,2.027561
931,0,11.68235,0.27889895,-0.5291967
932,0,24.664778,-0.5773842,2.6773365
935,0,10.487439,-2.1691413,0.07918119
936,0,51.91522,-0.1934083,1.9617561
942,0,23.263105,-0.17494696,-0.056934346
943,0,33.815548,-0.80880946,-2.6102397
949,0,82.86971,0.26750198,1.3500636
950,0,76.29932,-1.6666731,-1.1840179
952,0,196.23041,-0.40680355,-0.06125554
953,0,54.39802,-0.7750127,3.109543
954,0,80.23504,0.61428916,1.1393529
956,0,34.411655,-2.0796938,2.6442802
959,0,115.3351,-0.03472408,0.9826092
960,0,64.43209,0.40054524,2.7150223
962,0,12.80281,0.41718823,-0.37918183
967,0,33.53343,1.2912225,2.374476
971,0,146.75992,0.36975577,1.1983626
972,0,177.28493,0.34211868,1.9891385
973,0,151.32326,0.85812384,1.3420941
979,0,119.768814,-0.17907807,2.6270823
983,0,73.68409,1.050685,0.40245387
984,0,82.244026,0.96291536,1.4021195
986,0,210.01768,-0.805344,2.3480916
986,1,157.3672,0.18667932,-0.4971389
987,0,39.009544,-0.51864,0.40015793
987,1,35.18016,-0.10466822,-0.7370616
988,0,40.51047,-0.8366393,2.3420784
989,0,69.57762,-0.39241546,-0.4667897
990,0,38.395195,2.1594336,-2.7839038
993,0,23.339989,-0.8738242,2.992849
994,0,28.26646,-1.5941018,-0.47867227
995,0,26.704494,0.5763109,1.5736823
997,0,156.45798,0.83891535,1.2640958
999,0,114.928764,0.79594254,0.8877876
1001,0,62.82336,-0.48706594,0.40400165
1002,0,248.39084,1.5778958,-2.9228837
1003,0,27.161943,1.0033433,2.6309366
1004,0,12.986282,2.007819,0.8032047
1005,0,107.50091,-1.4462476,0.13021384
1006,0,59.89227,-0.33805597,-2.9545717
1006,1,58.162216,-0.40249974,-1.1806216
1008,0,12.317732,-1.2044908,2.3703718
1009,0,44.385025,1.1425697,0.10927964
1014,0,43.06354,0.7228614,-3.0778522
1022,0,142.56856,-1.7237933,-2.3130932
1023,0,99.751045,0.43708622,-0.57840586
1024,0,59.63236,0.5531355,1.0574274
1025,0,58.299927,-2.337615,0.39088804
1026,0,13.834575,-1.4784026,3.1002789
1027,0,67.014915,1.1954284,1.14295
1029,0,62.753963,-0.44995373,-0.9877964
1033,0,88.42313,2.2685845,0.5142934
1036,0,21.275053,0.75106573,1.7275167
1042,0,37.62045,1.5774395,-1.9478828
1045,0,94.92061,-1.198502,2.4547186
1049,0,70.34469,0.5770146,1.2335658
1050,0,199.73737,0.87271446,1.2786515
1054,0,59.03026,-0.14308107,-1.0253385
1056,0,43.802166,-0.42817274,-2.6975393
1062,0,42.90501,0.7033457,2.7359169
1066,0,45.63123,-0.069740586,0.7650832
1067,0,18.411371,1.0146122,-0.32288662
1073,0,22.135412,-2.0862994,-0.080889456
1077,0,72.38401,1.2402084,0.097292334
1080,0,61.179226,-0.63259345,2.5378096
1083,0,18.97773,-1.6165764,-1.2786906
1088,0,100.55456,-1.0388854,2.5957234
1088,1,35.21915,-0.3227892,2.6460414
1090,0,97.39515,-1.3443785,0.76568496
1091,0,60.76437,0.79313207,-2.7617211
1097,0,84.68628,-0.9645168,-0.23401569
1098,0,60.47446,-0.30997077,0.54133976
1099,0,51.468292,-1.9309126,-1.2817951
1100,0,45.25823,0.4114583,0.6841675
1101,0,40.654423,1.0796171,-0.21347621
1108,0,30.577951,-1.5922842,2.5591826
1111,0,81.23014,-0.35302597,1.7295964
1112,0,33.747814,-0.7703001,0.2654998
1112,1,21.03974,-1.3626438,2.4972
1118,0,35.024452,1.2150718,3.0121486
1121,0,17.940166,0.8562883,-2.7707636
1123,0,21.670664,-1.0663145,-1.8412728
1124,0,50.28535,-1.07977,0.20862828
1127,0,107.02506,0.7641573,-0.26921496
1129,0,13.206385,-0.53538704,-2.4284008
1133,0,59.816147,0.8898814,1.7798542
1134,0,62.8305,0.6824684,-0.118004784
1137,0,55.245876,0.18657011,-1.6851991
1138,0,147.47054,-0.2861669,-0.031761963
1140,0,23.347221,-1.0533502,2.1664605
1145,0,22.350359,0.28902358,2.0203757
1146,0,152.4187,-0.2509112,-1.1723117
1147,0,106.05692,-0.8753115,-1.9004176
1148,0,90.29582,1.1779724,0.75578696
1148,1,55.20406,0.8976232,2.1874073
1150,0,34.32741,-0.41081157,0.25435412
1154,0,33.20177,-0.73704416,-1.2785083
1158,0,86.9998,0.3737978,-0.0148628475
1158,1,40.508217,1.8508453,3.1370637
1162,0,62.2609,-1.4564604,-0.37353745
1162,1,56.986797,-1.230906,0.4601042
1165,0,32.911777,0.34620652,2.8151596
1166,0,199.16753,-0.86951673,0.81784993
1169,0,78.60594,0.8537892,1.353433
1170,0,109.2896,0.19145979,-1.438927
1170,1,57.90954,0.073070236,1.5352714
1171,0,45.642723,0.1347366,-1.7229161
1174,0,59.83606,0.5114807,1.3082478
1174,1,23.293213,0.005704544,0.8385948
1183,0,65.57796,-1.6238976,-2.6040215
1184,0,73.189156,0.033933375,1.7236623
1184,1,35.891754,0.62548625,0.7427019
1188,0,118.73455,0.069661595,-2.7968724
1194,0,28.451576,-0.4379431,2.954436
1198,0,98.31306,-0.91783816,-0.89965385
1199,0,48.49754,0.8353018,-1.5393493
1199,1,22.067673,-0.6281439,-1.3924788
1200,0,92.70289,-0.44224086,-0.31494275
1200,1,65.58053,-1.3233304,-2.6126351
1201,0,25.642784,1.9534225,1.5464333
1202,0,170.50476,-0.27070516,2.5463395
1204,0,138.48457,-0.6561343,1.2797526
1209,0,69.25345,0.9128588,0.5069939
1209,1,20.835228,-1.69235,2.0565338
1211,0,52.962067,-1.5850792,-2.9413314
1212,0,34.27289,1.7698748,-2.7588365
1213,0,131.57574,-0.08867942,0.53628755
1228,0,36.66167,1.9435384,1.8559304
1230,0,166.94897,-0.05163236,0.23683225
1234,0,57.570152,-1.869634,0.8400737
1237,0,161.86374,1.2748128,1.6941125
1239,0,80.63503,-0.45374078,-1.6542363
1242,0,104.516,0.5932443,0.39348513
1243,0,57.988155,-0.45188838,-0.37416187
1246,0,38.25506,0.058577545,1.2595114
1250,0,49.424446,0.42771778,2.8131726
1258,0,29.027443,-2.2935586,-1.2829936
1259,0,95.569786,0.1618008,-0.40613344
1260,0,52.705376,-0.8307885,0.7947175
1263,0,55.34226,0.5294445,0.97138685
1271,0,120.193726,0.40293038,1.9958307
1274,0,132.51099,-0.6817907,-2.530783
1275,0,104.84682,0.5011662,-0.76398665
1276,0,107.64054,-0.14693141,-1.4941844
1277,0,18.84392,2.3328407,-2.5257745
1279,0,203.01053,0.042419143,1.1250205
1282,0,67.97024,0.41600046,-2.1194575
1285,0,165.25085,-2.102538,-0.89722943
1285,1,32.420403,0.35489893,-0.5098368
1288,0,16.456486,-0.083328925,1.1894628
1289,0,34.060963,-0.4438202,2.1814318
1296,0,18.61381,0.14981528,1.0417491
1297,0,15.393882,-0.90602124,-3.110922
1300,0,45.588745,-0.3401607,-1.1111553
1301,0,58.449333,-0.8421029,-1.9499142
1301,1,21.349056,0.011114526,1.9002426
1302,0,33.07625,-1.1402259,1.1874436
1303,0,49.687126,-0.5243587,-2.927153
1307,0,38.38461,1.1801368,3.1306763
1309,0,45.412296,-0.47330952,2.967992
1310,0,41.323395,1.1117462,-2.3566887
1318,0,141.36441,0.48752707,0.8737818
1323,0,37.24011,0.7029507,-1.1919948
1324,0,84.4813,0.22275971,-1.289894
1325,0,85.81442,-0.6589351,0.84690803
1337,0,30.551088,1.2943408,-1.6913323
1343,0,227.19708,-0.833424,2.6865246
1346,0,24.223658,-0.6698892,-1.3049569
1347,0,146.8679,0.5571745,0.56754196
1348,0,60.67419,0.6011537,2.964864
1349,0,79.77124,-1.0909545,1.6220522
1350,0,217.19202,0.57360405,2.3470643
1350,1,103.545334,-1.8353087,-1.4186018
1352,0,18.420149,0.16580255,2.6278331
1355,0,60.665207,1.3370429,-0.4819355
1361,0,189.58896,-1.1754242,-2.2468317
1362,0,72.51782,-0.58861166,0.056332458
1363,0,58.692665,1.3946075,1.3497303
1364,0,77.5368,-0.6162073,-1.0597981
1367,0,39.292133,-0.2534434,0.62651396
1369,0,11.552063,-1.2592884,-2.4703112
1373,0,23.851719,-0.96814656,-2.910031
1374,0,263.8863,1.2917961,0.11125354
1375,0,28.263186,-0.5426512,1.1726283
1376,0,85.10712,-0.5633697,-2.0991395
1376,1,25.143293,-0.42184767,-2.766726
1380,0,75.41518,-0.5016123,1.3457478
1383,0,18.232924,1.8629475,-0.829511
1388,0,19.813046,-0.6549453,1.1883343
1389,0,56.430206,1.4015317,-2.9322307
1391,0,30.870012,2.2699456,3.0424492
1393,0,10.081405,-1.4251672,-0.22621484
1395,0,41.606155,0.3254214,-1.6312963
1398,0,77.815056,-0.45450756,-0.61862373
1399,0,58.581665,0.20350683,3.040565
1401,0,126.023994,0.8445736,1.7887425
1402,0,53.1786,-0.17200147,-0.9313015
1406,0,39.58363,-0.84551173,-2.9692953
1407,0,62.300316,0.2836427,1.859074
1407,1,43.503563,1.4571366,-2.9407363
1408,0,47.31139,-0.76548904,-2.4156463
1418,0,22.845608,-1.1848644,-2.300455
1419,0,23.31205,-0.7604473,-2.447038
1422,0,49.763294,0.5799248,2.517005
1423,0,45.529892,0.23194604,0.2672778
1425,0,29.688978,1.1472008,-2.377952
1429,0,70.65259,0.14474106,-0.66776663
1430,0,10.287926,0.25177363,0.74319816
1433,0,66.410706,0.6005433,-3.103679
1434,0,108.960594,0.76350427,-2.2131112
1434,1,61.551846,-0.29971668,1.0750397
1441,0,16.663412,1.0309079,-2.0473788
1442,0,37.16404,-0.5218778,0.439655
1449,0,79.09927,-0.21852484,-2.3930237
1449,1,11.375673,2.3626106,2.7424524
1450,0,25.087109,1.0787866,-2.3470066
1454,0,48.99657,-1.6610537,-2.5274143
1455,0,46.521328,-1.3038067,-1.2949615
1456,0,41.27693,0.85580164,2.6205676
1457,0,29.74677,-0.36487237,0.7745661
1459,0,119.1472,1.0304625,2.645687
1461,0,44.052025,-1.4628383,1.3410261
1463,0,19.945177,-0.49662274,-1.0008847
1465,0,29.722244,-0.5047191,-1.8112863
1471,0,43.75271,1.0466502,3.1002195
1478,0,60.156338,-0.1560212,-1.5486485
1479,0,17.430708,-0.33001778,-2.6809227
1480,0,11.1058445,-1.7918794,-0.437287
1481,0,268.1597,-0.114464335,0.5473194
1482,0,158.19804,1.7377864,1.5782349
1488,0,44.19664,0.9471983,-3.0080974
1490,0,60.736042,-1.6018655,-0.43705398
1492,0,110.67221,0.35025263,-2.0878718
1494,0,67.48679,-0.5832609,-0.04240091
1495,0,51.46635,0.2513679,-3.0815284
